"","TaxonoriginalDN","Taxonsimplified_DN","name","Acceptedname_ALA","name2","Note.Gbif","Taxonresolution_ALA","Collector","UniqueID","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2020","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted","genus","subgenus","section","series","subseries","species","subspecies","variety","habit_tree","habit_mallee","habit_marlock","habit_shrub","height_max_m","regen_lignotuber","regen_epi_buds","regen_lat_roots","blade_lanceolate","blade_falcate","blade_elliptic","blade_linear","blade_ovate","blade_oblong","blade_orbicular","blade_cordate","blade_deltoid","blade_oblanceolate","blade_obovate","blade_obcordate","leaf_length_mm_min","leaf_length_mm_max","leaf_width_mm_min","leaf_width_mm_max","reticulation_sparse","reticulation_moderate","reticulation_dense","reticulation_very_dense","reticulation_obscure","reticulation_unknown","reticulation_absent","oil_glands_island","oil_glands_intersectional","oil_glands_obscure","oil_glands_absent","seed_length_mm_min","seed_length_mm_max","seed_shape_flat_ovoid","seed_shape_ovoid","seed_shape_oblique_pyramidal","seed_shape_pyramidal","seed_shape_cuboid","seed_shape_subspherical","seed_shape_ellipsoidal","flower_white","flower_yellow","flower_green_yellow","flower_red","flower_orange","flower_purple","botanical_desc","seed_shape_long","subsection"
"867","Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","eucalyptus tereticornis subsp. tereticornis","","Subspecies","CSIRO",13398,"Kupiano, PNG",10,4,NA,148,13,NA,80,10,"Alive","Moderate","Slight","?","Moderate","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1999,"Eucalyptus","Symphyomyrtus","Exsertaria","Erythroxylon",NA,"tereticornis","tereticornis",NA,TRUE,FALSE,FALSE,FALSE,50,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,220,10,35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.8,1.5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 50 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout, mottled white, cream, yellow, pink and grey; sometimes with persistent dark grey flakes of rough bark on base of large trunks. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem usually square in cross-section and prominently winged; juvenile leaves always petiolate, opposite for 5--8 nodes then alternate, ovate, 6--13 cm long, 3--8 cm wide, dull, blue-green or green. -BREAK- Adult leaves alternate, petiole 1.3--3 cm long; blade lanceolate to falcate, 8--22 cm long, 1--3.5 cm wide, base tapering to petiole, concolorous, dull or glossy, green, side-veins greater than 45° to midrib, sparsely to moderately reticulate, intramarginal vein parallel to and just within margin or well removed from it (sometimes double), oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.7--2.5 cm long, buds 7, 9 or 11, pedicellate (pedicels 0.2--0.6 cm long). Mature buds elongated-ovoid dilated at or just above the join and then tapering (1--2.1 cm long, 0.3--0.6 cm wide), the hypanthium short, green to creamy, scar present (outer operculum shed early), operculum horn-shaped (0.8--1.8 cm long), stamens erect, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 4 or 5, the placentae each with 6 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.2--0.5 cm long), hemispherical, 0.2--0.6 cm long, 0.4--0.8 cm wide, disc broad and steeply ascending, valves 4 or 5, strongly exserted. -BREAK- Seeds usually black, 0.8--1.5 mm long, pyramidal or cuboid, dorsal surface usually pitted, ridges or angles minutely roughened (toothed), hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square in cross-section and sometimes winged; leaves always petiolate, opposite until nodes 5--7 then alternate, ovate, 5--12.5 cm long, 2.7--6.5 cm wide, base tapering, apex pointed, green to blue-green. -BREAK-",NA,NA
"868","Eucalyptus terrica","Eucalyptus terrica","eucalyptus terrica","Eucalyptus terrica","eucalyptus terrica","","Species ","D.Nicolle",6173,"Coolmunda, Qld",28,27,3,151,12,51,272,5,"Alive","None evident","None evident","?","","","","","","Not applicable","","",2013,"Eucalyptus","Symphyomyrtus","Exsertaria","Erythroxylon",NA,"terrica",NA,NA,TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,130,9,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.9,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 10 m tall. Forming a lignotuber. -BREAK- Bark rough, thin, fibrous, grey over brown to orange, normally only on the trunk and larger branches, sometimes on the lower trunk only. Smooth bark on upper trunk or branches grey to brown to white over greenish-grey to yellowish-grey to yellowish-brown to orange-yellow. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem square or rounded in cross-section; sometimes glaucous, juvenile leaves shortly petiolate, alternate, narrowly lanceolate, 6--14 cm long, 1--2.5 cm wide, dull, green to grey-green to sometimes slightly glaucous. -BREAK- Adult leaves alternate, petiole 0.7--2 cm long; blade narrowly lanceolate to lanceolate, (5)7.5--13 cm long, 0.9--1.7(2) cm wide, base tapering to petiole, concolorous, dull, grey-green to green, side-veins acute, less than 45° to midrib, moderately reticulate, intramarginal vein parallel to the margin, oil glands numerous and island. -BREAK- Inflorescence axillary unbranched, peduncles 0.3--1.2 cm long, buds 7, pedicellate (pedicels 0.1--0.3 cm long). Mature buds ovoid (0.6--0.8 cm long, 0.3--0.4 cm wide), yellow or creamy, smooth, scar present, operculum conical to horn-shaped (0.4--0.6 cm long), stamens erect to irregularly flexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma tapered, locules 3 or 4, the placentae each with 6--8 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.1--0.3 cm long), hemispherical or rarely slightly campanulate, 0.2--0.4 cm long, 0.4--0.6 cm wide, disc raised or level, raised disc convex to oblique, valves 3 or 4, strongly exserted. -BREAK- Seeds dark brown, 0.9--1 mm long, pyramidal or Â± cuboid, dorsal surface pitted, seed edge toothed, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong or Â± bilobed; stems square in cross-section, glaucous or non-glaucous; leaves always petiolate, opposite for the first 3 to 7 nodes then becoming alternate, narrowly lanceolate to lanceolate, 5.5--13 cm long, 1--2 cm wide, base tapering, apex pointed, dull, grey-green to green.",NA,NA
"869","Eucalyptus tetrapleura","Eucalyptus tetrapleura","eucalyptus tetrapleura","Eucalyptus tetrapleura","eucalyptus tetrapleura","","Species ","D.Nicolle",1242,"Wells Crossing, NSW",29,54,6,153,3,53,93,33,"Alive","Slight","Slight","?","Moderate","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1996,"Eucalyptus","Symphyomyrtus","Adnataria","Concolores","Concolores","tetrapleura",NA,NA,TRUE,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,200,17,34,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 30 m tall. Forming a lignotuber. -BREAK- Ironbark to small branches, dark grey, thick and deeply furrowed. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem square or rounded in cross-section; juvenile leaves always petiolate, opposite for about 5 to 7 nodes then alternate, ovate to lanceolate, 7--14.5 cm long, 2--6 cm wide, base tapering to petiole, dull, green. -BREAK- Adult leaves alternate, petiole 1--3.1 cm long; blade lanceolate to falcate, 8--20 cm long, 1.7--3.4 cm wide, base usually tapering to petiole, concolorous, dull, green, side-veins greater than 45° to midrib, very densely reticulate, intramarginal vein parallel to and just within margin, oil glands intersectional or obscure. -BREAK- Inflorescence terminal compound, sometimes compound in subterminal axils also, peduncles 1--3 cm long, buds 7 per umbel, pedicels 0.8--1.1 cm long. Mature buds square in cross-section, elongated diamond-shaped in profile, 1.2--1.4 cm long, 0.4--0.6 cm wide, green to yellow, with 4 longitudinal ribs, scar present, operculum conical, stamens inflexed, with outer staminodes, anthers adnate, positioned obliquely at filament tip, cuboid, dehiscing by terminal pores, style long, stigma blunt, locules 4(5), the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.8--1.3 cm long, square in cross section, 0.7--1 cm long, 0.5--0.8 cm wide, 4-ribbed longitudinally, disc descending, valves 4(5), near rim level or enclosed. -BREAK- Seeds brown, 1--2 mm long, flattened-ovoid, dorsal surface smooth or shallowly pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square in cross-section; leaves always petiolate, opposite for ca 5 to 7 nodes then alternate, ovate, 7--8.5 cm long, 2--4.5 cm wide, base tapering, margin entire, apex pointed, discolorous, dull, green.",NA,NA
"870","Eucalyptus tetraptera","Eucalyptus tetraptera","eucalyptus tetraptera","Eucalyptus tetraptera","eucalyptus tetraptera","","Species ","D.Nicolle",180,"Ravensthorpe, WA",33,40,43,120,35,42,42,28,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus","Symphyomyrtus","Dumaria","Tetrapterae",NA,"tetraptera",NA,NA,FALSE,TRUE,FALSE,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,45,28,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3.5,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Mallee or shrub to 4 m tall, occasionally prostrate on exposed sites. Forming a lignotuber. -BREAK- Bark smooth throughout, rarely with semi-persistent broad ribbons for ca 0.3 m of trunk, mottled dark and pale grey to silvery grey. -BREAK- Branchlets square in cross-section; lacking oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section juvenile leaves always petiolate, alternate, ovate to elliptical, 5--12 cm long, 2.5--7 cm wide, dull, green, becoming glossy.  -BREAK- Adult leaves coarse, thick, alternate, petioles 2--4.5(6.3) cm long; blade lanceolate to oblong, 9--20(28.5) cm long, 2.8--7.5(11.6) cm wide, base tapering to petiole or rounded, margin entire, apex pointed, concolorous, glossy, green, side-veins greater than 45° to midrib, reticulation dense, intramarginal vein remote from margin, oil glands intersectional, few or absent.  -BREAK- Inflorescence axillary unbranched, peduncles rigidly down-turned, with broadly curved wings, often wider than long, 0.5--6 cm long; bud solitary, sessile. Mature buds cuboid with 4 broad wings at the angles (3.4--6.5 cm long, 2--4 cm wide), hypanthium red, scar present (outer operculum shed early), operculum pyramidal (1.5--3 cm long), stamens inflexed, filaments glandular, anthers cuboid, versatile, sub-basifixed, dehiscing by longitudinal slits, style long and straight, stigma tapered, locules 4, the placentae each with 10 or 12 vertical rows of ovules or the rows indistinct. Flowers red to pink.  -BREAK- Fruit on rigidly down-turned peduncles, sessile, rarely shortly pedicellate to 0.5 cm long, cuboid and prominently winged, 3.5--5.5 cm long, 2.5--5.5 cm wide (including wings), disc descending vertically, valves 4, enclosed.  -BREAK- Seeds black, 3.5--6 mm long, shortly pyramidal to obliquely pyramidal, with prominent ridges continuous with conspicuous marginal flange, dorsal surface shallowly reticulate, hilum terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded to square in cross-section; leaves always petiolate, opposite for 2 to 4 nodes then alternate, ovate to broadly lanceolate, 5--9.5 cm long, 2.5--4.5 cm wide, dull. Green.",NA,NA
"871","Eucalyptus tetrodonta","Eucalyptus tetrodonta","eucalyptus tetrodonta","Eucalyptus tetrodonta","eucalyptus tetrodonta","","Species ","D.Nicolle",1918,"Mt Elizabeth Station, WA",16,25,22,126,12,25,83,16,"Dead","","","","","","","","","","","",1998,"Eucalyptus","Eudesmia","Complanatae",NA,NA,"tetrodonta",NA,NA,TRUE,FALSE,FALSE,FALSE,25,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,240,10,35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 25 m tall. Forming a lignotuber, and bearing adventitious shoots on lateral roots. -BREAK- Bark rough to the small branches, grey over reddish brown, finely stringy or fibrous, forming longitudinal furrows.  -BREAK- Branchlets have pith oil glands especially near nodes; not glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded to square in cross-section, not glaucous, glabrous; juvenile leaves opposite to sub-opposite, petiolate, ovate to broadly lanceolate or falcate and pendulous, 15--35 cm long, 3.5--12 cm wide, base tapering to the petiole or rounded, apex acute, concolorous, dull blue-green to green, glabrous. -BREAK- Adult leaves opposite to sub-opposite, rarely alternate, petioles 1.1--2.6 cm long; blade lanceolate to broadly lanceolate or falcate, 9--24(28) cm long, 1--3.5(4.6) cm wide, base tapering to petiole, concolorous, dull blue-green to green, side-veins acute or at a wider angle than 45° to the midrib, tertiary venation sparse to moderate, intramarginal vein present and close to the margin, oil glands mostly island, sometimes obscure or absent. -BREAK- Inflorescence axillary single, peduncles 0.3--1.7 cm long, terete or angular, buds 3 per umbel, usually pedicellate, rarely sessile (pedicels 0--0.9 cm long). Mature buds obovoid to pyriform (0.8--1.3(1.7) cm long, 0.6--1.2 cm wide), not glaucous, outer perianth whorl of small sepals 1--3 mm long, inner whorl united to form a rounded operculum which is frequently ribless or sometimes with 4 distinct ribs, stamens borne on a continuous staminophore, all fertile, inflexed, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules usually 3, rarely 4, the ovules arranged in 4 distinct vertical rows on the placentae. Flowers whitish or cream. -BREAK- Fruit  usually pedicellate, rarely sessile (pedicels 0--0.9 cm long), cylindrical or rarely cup-shaped, 1.2--2 cm long, 0.9--1.4(1.7) cm wide, the remains of the sepals persist on the rim of the fruit as four small teeth less than 1 mm long, disc vertically descending, valves 3, rarely 4, enclosed or at rim level. -BREAK- Seeds grey, flattened ovoid, 2--4 mm long, surface smooth, occasionally with semi-distinct ribs and a narrow encircling marginal flange, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons large, reniform, green on both surfaces; stems rounded in cross-section, long setae on hypocotyl and internodes to ca node 4--6, then glabrous; leaves always petiolate (petioles to 1.5 cm long), opposite for 9+ nodes, broadly lanceolate, 13--15.5 cm long, 3.5--5.5 cm wide, base rounded or tapering, Â± concolorous, dull, green, all leaves glabrous on upper side, sparsely setose on underside to ca node 4--6 then glabrous.",NA,NA
"872","Eucalyptus thamnoides","Eucalyptus thamnoides","eucalyptus thamnoides","Eucalyptus thamnoides","eucalyptus thamnoides","","Species ","D.Nicolle",3454,"Quairading, WA",31,58,16,117,12,10,234,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","Eucalyptus tholiformis","Eucalyptus tholiformis","eucalyptus tholiformis","Eucalyptus tholiformis","eucalyptus tholiformis","","Species ","D.Nicolle",1275,"Mt Moffat, Qld",24,54,44,148,2,18,94,35,"Alive","Moderate","None evident","??","Extensive","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1996,"Eucalyptus","Symphyomyrtus","Adnataria","Siderophloiae","Subglaucae","tholiformis",NA,NA,TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,20,12,30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 15 m tall. Forming a lignotuber. -BREAK- Ironbark to the small branches, dark grey to black, sometimes larger branches 10 cm diameter or smaller with smooth white bark. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem square or rounded in cross-section; juvenile leaves petiolate, alternate, ovate, 4--7 cm long, 2.2--4 cm wide, base rounded or tapering to petiole, dull, blue-grey. -BREAK- Adult leaves alternate, petiole 1.2--2 (2.4) cm long; blade narrowly lanceolate to lanceolate, 7.5--14 cm long, 1.2--3 cm wide, base tapering to petiole, concolorous, dull, green to blue-green, side-veins normally at an angle less than 45° to midrib, occasionally at a larger angle, very densely reticulate, intramarginal vein parallel to and just within margin, oil glands sparse intersectional or absent. -BREAK- Inflorescence terminal compound or axillary single umbels below this, peduncles 0.5--1.5 cm long, buds 7 per umbel, sessile or on pedicels to 0.5 cm long. Mature buds obovoid to ovoid or Â± cylindrical, 0.5--0.8 cm long, 0.2--0.5 cm wide, scar usually present (outer operculum sheds very early in bud development), operculum bluntly conical to rounded, stamens irregularly flexed, all fertile, anthers cuboid, adnate, slits or pores separate, style long, stigma blunt or pin-head shaped, locules 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or on pedicels to 0.6 cm long, cup-shaped to funnel-shaped, 0.5--0.7 cm long, 0.4--0.7 cm wide, disc raised-convex to oblique to annular or level, valves 4, exserted. -BREAK- Seeds brown, 1--2 mm long, flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons oblong to reniform; stems square in cross-section; leaves always petiolate, opposite for 4--6 nodes then alternate, broadly lanceolate, 7.5--11 cm long, 3--7 cm wide, base tapering, margin entire, apex pointed, slightly discolorous, dull, grey-green.",NA,NA
"874","Eucalyptus thozetiana","Eucalyptus thozetiana","eucalyptus thozetiana","Eucalyptus thozetiana","eucalyptus thozetiana","","Species ","D.Nicolle",1281,"Jericho, Qld",23,37,11,146,15,22,90,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"Eucalyptus","Symphyomyrtus","Adnataria","Coalitae",NA,"thozetiana",NA,NA,TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,140,5,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 17 m tall, trunk fluted. Forming a lignotuber. -BREAK- Bark smooth throughout or less commonly with a short stocking of tessellated blackish rough bark. Smooth bark pinkish to creamy white with greyish patches. Small curls or flakes of imperfectly shed bark may be present at times on the otherwise smooth stems. -BREAK- Branchlets lack oil glands in the pith; non-glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems square in cross-section; juvenile leaves always shortly petiolate, opposite for up to ca 6 nodes then alternate, linear, 3.5--16 cm long, 0.3--0.5 cm wide, green.  -BREAK- Adult leaves alternate, petioles 0.2--1.5 cm long; blade linear to narrowly elliptical or lanceolate, occasionally falcate, 5--14 cm long, 0.5--1.5(2) cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, glossy, green, side-veins usually acute, reticulation sparse to moderate and incomplete, intramarginal vein remote from margin, oil glands irregular in shape, mostly island. -BREAK- Inflorescence terminal compound or sometimes axillary single, or axillary compound below this; peduncles slender, angular, 0.2--1.5 cm long, buds 7(9 or 11) per umbel, pedicels 0.2--0.5 cm long. Mature buds pyriform to obovoid, slightly angular at the base, 0.4--0.6 cm long, 0.2--0.4 cm wide, scar absent (both opercula shed together at flowering), operculum rounded to conical or beaked, stamens inflexed, outer lacking anthers (staminodes), anthers weakly adnate, basifixed, cuboid to globoid, dehiscing by short sub-terminal slits, style long and straight, stigma blunt to tapering, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.2--0.7 cm long, narrowly urn-shaped to barrel-shaped or cylindrical, 0.3--0.5 cm long, (0.2)0.3--0.4(0.5) cm wide, disc descending vertically, valves 3 or 4, enclosed. -BREAK- Seeds brown, 1--2 mm long, flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral. Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems square in cross-section; leaves always petiolate, opposite for 7--9 nodes then becoming alternate, linear, 3.5--9 cm long, 0.3--0.4 cm wide, dull, green.",NA,NA
"875","Eucalyptus tindaliae","Eucalyptus tindaliae","eucalyptus tindaliae","Eucalyptus tindaliae","eucalyptus tindaliae","","Species ","D.Nicolle",1243,"Wells Crossing, NSW",29,54,6,153,3,53,143,4,"Alive","Moderate","Moderate","?","Extensive","Tertiary branches","3 - 6 months","None evident","","None evident","","",1997,"Eucalyptus","Eucalyptus","Capillulus",NA,NA,"tindaliae",NA,NA,TRUE,TRUE,FALSE,FALSE,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,140,12,37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tall tree to 30 m, rarely a mallee on extreme sites. Forming a lignotuber. -BREAK- Bark rough on trunk and branches to about 6 cm diameter, stringy with shallow longitudinal fissures, grey and grey-brown. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, usually hairy or scabrid; juvenile leaves sessile to shortly petiolate, usually opposite for up to 50 cm tall but may become alternate earlier, ovate to lanceolate, rarely Â± orbicular, 3--9.5 cm long, 1.4--4.5 cm wide, base tapering to petiole, margin undulate and irregular on earlier leaves, discolorous, glossy, green; new growing tips, stems and leaves usually hairy or scabrid for many pairs (at least 16). -BREAK- Adult leaves alternate, petiole 0.6--2 cm long; blade lanceolate to falcate, rarely ovate, 6--14 cm long, 1.2--3.7 cm wide, base oblique or tapering to petiole, usually concolorous, rarely slightly discolorous, glossy or dull, green to blue-green, side veins acute, sparsely reticulate or reticulation absent, intramarginal vein parallel to and just within margin or well removed from it, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0.5--1.8 cm long, buds in umbels of 9 to 15, sessile or on pedicels to 0.2 cm long. Mature buds buds obovoid to ovoid, 0.3--0.7 cm long, 0.3--0.4 cm wide, yellow, scar absent, operculum conical to rounded, stamens irregularly flexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits, style long, stigma blunt or tapered, locules usually 4 rarely 5, the placentae each with 2 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or on pedicels to 0.2 cm long, hemispherical or truncate-globose, 0.3--0.7 cm long, 0.6--1 cm wide, disc raised-convex to oblique, or level, rarely descending, valves 3 or 4, rarely 5, slightly exserted, near rim level or enclosed. -BREAK- Seeds brown to blackish, 1--3 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section, stellate-hairy; leaves at least shortly petiolate, opposite for 5 to 10 nodes then alternate, ovate to lanceolate, 4.4--9.5 cm long, 2--4.2 cm wide, base rounded to tapering, rarely amplexicaul, margin irregular, apex pointed, discolorous, mid-green above, paler beneath, sparsely stellate-hairy on both surfaces.",NA,NA
"876","Eucalyptus todtiana","Eucalyptus todtiana","eucalyptus todtiana","Eucalyptus todtiana","eucalyptus todtiana","","Species ","D.Nicolle",247,"Gingin, WA",31,20,23,116,0,43,26,19,"Dead","","","","","","","","","","","",1993,"Eucalyptus","Eucalyptus","Longistylus","Diversiformae","Neuropterae","todtiana",NA,NA,TRUE,TRUE,FALSE,FALSE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,125,15,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 5 m tall, or mallee. Forming a lignotuber. -BREAK- Bark rough, to smallest branches, fibrous, soft yellow-brown, prickly, or the lower trunk only rough and scaly with upper trunk and branches smooth grey to yellow and pinkish brown.  -BREAK- Branchlets lacking oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves opposite, sessile, elliptical to oblong with tapering base, 5.5--13 cm long, 1--1.6 cm wide, dull, grey-green, lowest leaves may have distantly denticulate margin but not so upper leaves.  -BREAK- Adult leaves alternate, petioles 0.4--2.2 cm long; blade lanceolate, 8--12.5 cm long, 1.5--2.2 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, dull to slightly glossy, light green, side-veins acute, reticulation moderate, intramarginal vein remote from margin, oil glands obscure.  -BREAK- Inflorescence axillary unbranched, peduncles 1.2--3.5 cm long, buds 7, 9 or 11 per umbel, pedicels 0.1--0.3(0.5) cm long. Mature buds obovoid, 0.8--1.1 cm long, 0.6--0.7 cm wide, scar absent, the single operculum conical to rounded and apiculate, stamens inflexed, anthers Â± cuboid, versatile, dorsifixed, dehiscing by longitudinal slits that are not confluent apically, style long and straight, stigma tapered, locules 3(4), the placentae each with 2 vertical rows of ovules. Flowers white.  -BREAK- Fruit sessile or on pedicels to 0.1 cm long, cupular to truncate-globose or rarely hemispherical, 1.1--2.1 cm long, 1.4--2.5 cm wide, disc level only slightly descending, valves, 3(4), usually near rim level.  -BREAK- Seeds mid-brown, 5--9 mm long, obliquely pyramidal, dorsal surface curved to meet terminal hilum, margin prominently and often unequally winged, ventrally ridged. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to orbicular; stems rounded in cross-section, slightly scabrid on lower internodes but smooth after ca node 3; leaves sessile, opposite (but never amplexicaul) for at least 9 or 10 nodes, then alternate and subsessile to shortly petiolate, narrowly elliptical to lanceolate, 8--10 cm long, 1.3--3 cm wide, margin distantly denticulate (and crinkled) to entire on upper leaves, dull green.",NA,"Frutices"
