"","Binomial","Genus","Subgenus","Section","Series","Subseries","Species","Subspecies","Regeneration.Strategy","RowTree","FieldID","name","EUCLID.name","cca.synonym","genus","species","subspecies","habit_tree","habit_mallee","habit_marlock","habit_shrub","height_max_m","leaf_length_mm_min","leaf_length_mm_max","leaf_width_mm_min","leaf_width_mm_max","EUCLID_botanical_desc","X"
"238","Eucalyptus persistens","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","persistens","","Combination","","","eucalyptus persistens","eucalyptus persistens subsp. persistens","","Eucalyptus","persistens","persistens",TRUE,TRUE,FALSE,FALSE,12,70,140,7,20,"Tree to 12 m tall, rarely a mallee. Forming a lignotuber. -BREAK- Bark rough to small branches, box-type often tessellated, dark grey.  -BREAK- Juvenile stems square to rounded in cross-section; juvenile leaves sessile to shortly petiolate, usually alternate, sometimes opposite, narrowly lanceolate to linear, 4.5--10 cm long, 0.4--1 cm wide, dull, blue-grey, rarely Â± glaucous.  -BREAK- Adult leaves alternate, petiole 0.5--1.7 cm long; blade lanceolate, (5)7--14(16.5) cm long, 0.7--2(2.3) cm wide, base tapering to petiole, concolorous, usually dull, sometimes glossy, green, side-veins at an acute angle to midrib, somewhat irregularly spaced, densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands mostly intersectional.  -BREAK- Inflorescence terminal compound, or with some axillary compound, peduncles 0.5--1.2 cm long; umbels 7-flowered, pedicels 0.2--0.7 cm long. Mature buds obovoid to rarely ovoid or pyriform, 0.3--0.6 cm long, 0.2--0.3 cm wide, green to yellow, scar usually absent (outer operculum remains intact with the inner and both are shed together at anthesis), operculum conical to rounded or shortly beaked (outer operculum with small lobes at the apex), stamens irregularly flexed, all fertile, anthers adnate, globoid to cuboid, dehiscing by lateral or subterminal pores, style long, stigma blunt to tapered, locules normally 3, rarely 4, the placentae each with 4 vertical ovule rows. Flowers white.  -BREAK- Fruit on pedicels 0.2--0.6 cm long, usually cupular or barrel-shaped, 0.3--0.5 cm long, (0.2)0.3--0.4 cm wide, disc descending, valves 3 or 4, near rim level or enclosed.  -BREAK- Seeds brown, 1--1.5 mm long, ovoid or flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons small, reniform; stems square in cross-section, warty or smooth; leaves always at least shortly petiolate (petioles 0.5--0.7 cm), opposite for about 5 to 7 nodes, narrowly lanceolate, 6.8--9.3 cm long, 1--2 cm wide, base tapering, dull, green, discolorous.",""
"239","Eucalyptus persistens","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","persistens","","Combination","","","eucalyptus persistens","eucalyptus persistens","","Eucalyptus","persistens",NA,TRUE,TRUE,FALSE,FALSE,12,70,140,7,20,"Tree to 12 m tall, rarely a mallee. Forming a lignotuber. -BREAK- Bark rough to small branches, box-type often tessellated, dark grey.  -BREAK- Juvenile stems square to rounded in cross-section; juvenile leaves sessile to shortly petiolate, usually alternate, sometimes opposite, narrowly lanceolate to linear, 4.5--10 cm long, 0.4--1 cm wide, dull, blue-grey, rarely Â± glaucous.  -BREAK- Adult leaves alternate, petiole 0.5--1.7 cm long; blade lanceolate, (5)7--14(16.5) cm long, 0.7--2(2.3) cm wide, base tapering to petiole, concolorous, usually dull, sometimes glossy, green, side-veins at an acute angle to midrib, somewhat irregularly spaced, densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands mostly intersectional.  -BREAK- Inflorescence terminal compound, or with some axillary compound, peduncles 0.5--1.2 cm long; umbels 7-flowered, pedicels 0.2--0.7 cm long. Mature buds obovoid to rarely ovoid or pyriform, 0.3--0.6 cm long, 0.2--0.3 cm wide, green to yellow, scar usually absent (outer operculum remains intact with the inner and both are shed together at anthesis), operculum conical to rounded or shortly beaked (outer operculum with small lobes at the apex), stamens irregularly flexed, all fertile, anthers adnate, globoid to cuboid, dehiscing by lateral or subterminal pores, style long, stigma blunt to tapered, locules normally 3, rarely 4, the placentae each with 4 vertical ovule rows. Flowers white.  -BREAK- Fruit on pedicels 0.2--0.6 cm long, usually cupular or barrel-shaped, 0.3--0.5 cm long, (0.2)0.3--0.4 cm wide, disc descending, valves 3 or 4, near rim level or enclosed.  -BREAK- Seeds brown, 1--1.5 mm long, ovoid or flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons small, reniform; stems square in cross-section, warty or smooth; leaves always at least shortly petiolate (petioles 0.5--0.7 cm), opposite for about 5 to 7 nodes, narrowly lanceolate, 6.8--9.3 cm long, 1--2 cm wide, base tapering, dull, green, discolorous.",""
"240","Eucalyptus provecta","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","provecta","","Combination","","","eucalyptus provecta","eucalyptus provecta","","Eucalyptus","provecta",NA,TRUE,TRUE,FALSE,FALSE,12,65,130,8,20,"Tree to 12 m tall, rarely a mallee. Forming a lignotuber. -BREAK- Bark rough, grey, box-type, extending to the small branches. -BREAK- Branchlets lack oil glands in the pith; not glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems square or rounded in cross-section; juvenile leaves shortly petiolate, alternate, ovate to lanceolate, 4.5--9(12) cm long, 1--3.2 cm wide, dull, grey-green.  -BREAK- Adult leaves alternate, petioles 0.5--1.7 cm long; blade lanceolate to narrowly lanceolate, 6.5--13 cm long, 0.8--2 cm wide, base tapering to petiole, margin entire, apex finely pointed, concolorous, dull, green, side-veins acute and somewhat irregular, reticulation dense to very dense, intramarginal vein present and well removed from the margin, oil glands mostly intersectional. -BREAK- Inflorescence terminal compound, peduncles 0.2--0.8 cm long; buds 7 per umbel, pedicels 0.2--0.6 cm long. Mature buds obovoid, 0.3--0.5 cm long, 0.2--0.3 cm wide, scar present (outer operculum shed early and often remaining semi-attached at the apex of the inner operculum), operculum rounded, sometimes apiculate, stamens inflexed, outer stamens without anthers (staminodes), anthers Â± adnate (filament apex tapers slightly), basifixed, cuboid to globoid, dehiscing by lateral slits, style long or sometimes shorter (c 3/4 the length of the operculum), straight, stigma blunt to tapering, locules 3, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.3--0.6 cm long, cup-shaped, 0.3--0.5 cm long, 0.35--0.5 cm wide, disc descending vertically, valves 3, usually enclosed, sometimes at rim level. -BREAK- Seeds brown, 1--2 mm long, flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral. Cultivated seedlings (measured at ca node 10): cotyledons small, more or less reniform; stems usually square in cross-section; leaves always petiolate (petioles to 0.7cm), opposite for 5 to 10 nodes then becoming alternate, lanceolate, 4.5--11 cm long, 0.8--2.4 cm long, base tapering to petiole, apex pointed or blunt, dull, green to blue-green or grey-green.",""
"241","Eucalyptus tardecidens","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","tardecidens","","Combination","","","eucalyptus tardecidens","eucalyptus persistens subsp. tardecidens","","Eucalyptus","persistens","tardecidens",TRUE,TRUE,FALSE,FALSE,10,75,150,8,25,"Small tree to 10 m tall, rarely a mallee. Forming a lignotuber. -BREAK- Bark rough to small branches, box-type, grey.  -BREAK- Juvenile stem square in cross-section; juvenile leaves shortly petiolate, opposite until node 3 to 7 then alternate, lowest leaves ovate  then soon lanceolate, 8--11.5 cm long, 0.8--1.7(2.7) cm wide, dull, green to grey-green.  -BREAK- Adult leaves alternate, petiole 0.6--1.7 cm long; blade lanceolate to narrowly lanceolate, sometimes falcate, 7.5--15 cm long, 0.8--2.5 cm wide, base tapering to petiole, concolorous, glossy or dull, green to grey-green, side-veins at an acute angle to the midrib, somewhat irregularly spaced, densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands small, mostly intersectional, or sometimes obscure.  -BREAK- Inflorescence terminal compound, peduncles 0.5--1.2 cm long; umbels 7-flowered, rarely 3-flowered, pedicels 0.2--0.6 cm long. Mature buds obovoid to Â± pyriform, 0.4--0.5 cm long, 0.2--0.3 cm wide, green to yellow, scar usually present (outer operculum usually shed early and sometimes remains semi-attached at the apex of the inner operculum), operculum conical to rounded, stamens irregularly flexed, rarely inflexed, all fertile, anthers adnate, globoid to cuboid, dehiscing by lateral or subterminal pores, style long, stigma blunt to tapered, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.1--0.8 cm long, usually cupular, rarely barrel-shaped, 0.3--0.5 cm long, 0.3--0.5 cm wide, disc descending, valves 3 or 4, enclosed or sometimes near rim level.  -BREAK- Seeds brown, 1--1.5 mm long, ovoid or flattened-ovoid, sometimes pointed at one end, dorsal surface shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square in cross-section; leaves shortly petiolate, opposite for about 5 to 7 nodes, lanceolate, 6.5--11 cm long, 0.7--2.5 cm wide, dull, grey-green.",""
"242","Eucalyptus tardecidens","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","tardecidens","","Combination","","","eucalyptus tardecidens","eucalyptus tardecidens","","Eucalyptus","tardecidens",NA,TRUE,TRUE,FALSE,FALSE,10,75,150,8,25,"Small tree to 10 m tall, rarely a mallee. Forming a lignotuber. -BREAK- Bark rough to small branches, box-type, grey.  -BREAK- Juvenile stem square in cross-section; juvenile leaves shortly petiolate, opposite until node 3 to 7 then alternate, lowest leaves ovate  then soon lanceolate, 8--11.5 cm long, 0.8--1.7(2.7) cm wide, dull, green to grey-green.  -BREAK- Adult leaves alternate, petiole 0.6--1.7 cm long; blade lanceolate to narrowly lanceolate, sometimes falcate, 7.5--15 cm long, 0.8--2.5 cm wide, base tapering to petiole, concolorous, glossy or dull, green to grey-green, side-veins at an acute angle to the midrib, somewhat irregularly spaced, densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands small, mostly intersectional, or sometimes obscure.  -BREAK- Inflorescence terminal compound, peduncles 0.5--1.2 cm long; umbels 7-flowered, rarely 3-flowered, pedicels 0.2--0.6 cm long. Mature buds obovoid to Â± pyriform, 0.4--0.5 cm long, 0.2--0.3 cm wide, green to yellow, scar usually present (outer operculum usually shed early and sometimes remains semi-attached at the apex of the inner operculum), operculum conical to rounded, stamens irregularly flexed, rarely inflexed, all fertile, anthers adnate, globoid to cuboid, dehiscing by lateral or subterminal pores, style long, stigma blunt to tapered, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.1--0.8 cm long, usually cupular, rarely barrel-shaped, 0.3--0.5 cm long, 0.3--0.5 cm wide, disc descending, valves 3 or 4, enclosed or sometimes near rim level.  -BREAK- Seeds brown, 1--1.5 mm long, ovoid or flattened-ovoid, sometimes pointed at one end, dorsal surface shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square in cross-section; leaves shortly petiolate, opposite for about 5 to 7 nodes, lanceolate, 6.5--11 cm long, 0.7--2.5 cm wide, dull, grey-green.",""
"243","Eucalyptus normantonensis","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","normantonensis","","Lignotuber","","","eucalyptus normantonensis","eucalyptus normantonensis","","Eucalyptus","normantonensis",NA,TRUE,TRUE,FALSE,FALSE,8,50,110,7,20,"Mallee to 5 m tall, rarely a small tree to 8m. Forming a lignotuber. -BREAK- Bark rough and flaky, grey-brown, box-type, extending over part or all of stems, smooth above dark brown to grey-brown. -BREAK- Branchlets lack oil glands in the pith; not glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems square or rounded in cross-section; juvenile leaves always petiolate, opposite for 1 or 2 pairs then alternate, elliptical to lanceolate, 4--9.5 cm long, 1.2--4 cm wide, dull, grey-green to green.  -BREAK- Adult leaves alternate, petioles 0.8--2.2 cm long; blade lanceolate to falcate, 5--11(15.7) cm long, 0.7--2(3.2) cm wide, base tapering to petiole, margin entire, apex finely pointed, concolorous, dull at first, green to grey-green but maturing glossy, green, side-veins acute to slightly greater than 45° to midrib, reticulation dense to very dense, intramarginal vein present, oil glands mostly intersectional, sometimes sparse. -BREAK- Inflorescence terminal compound, sometimes with a few solitary axillary also, peduncles slender, 0.3--2 cm long, buds 7, 9 and 11 per umbel, pedicels 0.1--0.6 cm long. Mature buds obovoid to ovoid, (0.2)0.3--0.4 cm long, 0.2--0.3 cm wide, scar present (outer operculum shed early), operculum bluntly conical to rounded, sometimes apiculate, stamens inflexed or irregularly flexed, outer stamens without anthers (staminodes), anthers Â± adnate (filament apex tapers slightly), basifixed, cuboid to globoid, dehiscing by lateral slits, style long and straight, stigma blunt to tapering, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0-0.5 cm long or rarely sessile, shortly cylindrical to barrel-shaped or truncate-globose, (0.25)0.3--0.5 cm long, 0.3--0.4 cm wide, disc descending vertically, valves 3 or 4, usually enclosed, sometimes at rim level. -BREAK- Seeds dark brown, 0.8--1.5 mm long, flattened-ovoid, sometimes pointed at one end, dorsal surface shallowly reticulate, hilum ventral. Cultivated seedlings (measured at ca node 10): cotyledons small, reniform; stems usually square in cross-section; leaves always petiolate (petioles to 0.7 cm), opposite for 5 to 10 nodes then becoming alternate, lanceolate, 4.5--11 cm long, 0.8--2.4 cm long, base tapering to petiole, apex pointed or blunt, dull, green to blue-green or grey-green.",""
"244","Eucalyptus sparsa","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","sparsa","","Lignotuber","","","eucalyptus sparsa","eucalyptus sparsa","","Eucalyptus","sparsa",NA,FALSE,TRUE,FALSE,FALSE,10,70,100,13,25,"Mallee to 10 m tall. Forming a lignotuber. -BREAK- Bark of larger stems rough fibrous or box-type for up to three quarters of trunk, then smooth above, younger stems smooth throughout, white to pale grey and pale brown, the smooth bark often powdery. -BREAK- Branchlets sometimes with a few oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen. -BREAK- Adult leaves alternate, petiole 1--3 cm long; blade lanceolate, 7--10 cm long, 1.3--2.5 cm wide, base tapering to petiole, concolorous, very glossy, green, side-veins acute, reticulation dense, intramarginal vein present, oil glands intersectional and island.  -BREAK- Inflorescence terminal compound, peduncles 0.3--1.5 cm long, buds usually 7(9) per umbel, pedicels 0.4--0.6 cm long. Mature buds ovoid, 0.4--0.6 cm long, 0.3--0.4 cm wide, scar present (outer operculum lost early), operculum broadly conical to hemispherical and sometimes apiculate, stamens irregularly flexed, anthers oblong to spherical, adnate to and obliquely positioned on filament apex, dehiscing by short lateral slits, style as long as or shorter than floral cavity, stigma blunt to tapered, locules 4 (rarely 5), the placentae each with 4 vertical ovule rows. Flowers white.  -BREAK- Fruit on pedicels 0.2--0.6 cm long, truncate-globose to broadly obconical, 0.4--0.7 cm long, (0.4)0.5--0.7(0.8) cm wide, disc descending, valves 4 (rarely 5), usually enclosed, rarely to rim level.  -BREAK- Seeds blackish brown to brown, 0.9--2 mm long, ovoid to flattened-ovoid, dorsal surface shallowly reticulate, hilum terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons more or less reniform; stems rounded to square in cross-section; leaves always petiolate, opposite for ca 5 nodes then alternate, ovate becoming lanceolate, 4--9 cm long, 1.5--3.5 cm wide, dull, green.",""
"245","Eucalyptus populnea","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","populnea","","Combination","","","eucalyptus populnea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Eucalyptus populnea subsp. populnea","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","populnea","populnea","Combination","","","eucalyptus populnea subsp. populnea","eucalyptus populnea","","Eucalyptus","populnea","populnea",TRUE,FALSE,FALSE,FALSE,20,40,110,18,50,"Tree to 20 m tall. Forming a lignotuber. -BREAK- Bark rough to small branches, box-type or tessellated, grey to grey-brown. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): leaves always petiolate, opposite for a few nodes then alternate, ovate or orbicular, 6--11.5 cm long, 3.5--9.5 cm wide, bases rounded or tapering to petiole, first few pairs dull green to grey-green, soon notably glossy, green. -BREAK- Crown often with many intermediate leaves. Crown leaves alternate, petiole 1--3.2 cm long; blade orbicular to ovate or elliptical, rarely narrowly so, 4--11 cm long, (1.3)1.8--5 cm wide, apex broadly pointed to rounded or sometimes indented (emarginate), base tapering to petiole, concolorous, glossy, green, side-veins acute, densely to very densely reticulate, intramarginal vein parallel to and remote from margin, oil glands mostly intersectional. -BREAK- Inflorescence terminal compound, or with some compound in subterminal axils also, peduncles 0.4--1.1 cm long, buds 7 to >15 per umbel, pedicels 0.1--0.4 cm long. Mature buds oblong to obovoid to globular, 0.3--0.5 cm long, 0.2--0.3 cm wide, green or yellow, scar present, operculum conical to rounded, stamens irregularly flexed, anthers adnate, cuboid to globoid, dehiscing by broad lateral pores, style long or short, stigma blunt or pin-head shaped, locules usually 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels (0)0.1--0.3 cm long, obconical to hemispherical or Â± cupular, 0.2--0.4(0.5) cm long, 0.2--0.4 cm wide, disc descending, valves usually 4, near rim level or enclosed. -BREAK- Seeds brown or grey, 1--1.5 mm long, flattened-ovoid, often pointed at one end, dorsal surface shallowly pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to Â± oblong; stems rounded to square in cross-section, smooth or slightly warty; leaves always petiolate, opposite for 4--8 pairs then alternate, ovate to elliptic, 4--10.1 cm long, 1.4--5.5 cm wide, base tapering or rounded, margin entire, apex pointed or rounded, dull, slightly discolorous, green.",""
"247","Eucalyptus populnea subsp. bimbil","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","populnea","bimbil","Combination","","","eucalyptus populnea subsp. bimbil","eucalyptus populnea","","Eucalyptus","populnea","bimbil",TRUE,FALSE,FALSE,FALSE,20,40,110,18,50,"Tree to 20 m tall. Forming a lignotuber. -BREAK- Bark rough to small branches, box-type or tessellated, grey to grey-brown. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): leaves always petiolate, opposite for a few nodes then alternate, ovate or orbicular, 6--11.5 cm long, 3.5--9.5 cm wide, bases rounded or tapering to petiole, first few pairs dull green to grey-green, soon notably glossy, green. -BREAK- Crown often with many intermediate leaves. Crown leaves alternate, petiole 1--3.2 cm long; blade orbicular to ovate or elliptical, rarely narrowly so, 4--11 cm long, (1.3)1.8--5 cm wide, apex broadly pointed to rounded or sometimes indented (emarginate), base tapering to petiole, concolorous, glossy, green, side-veins acute, densely to very densely reticulate, intramarginal vein parallel to and remote from margin, oil glands mostly intersectional. -BREAK- Inflorescence terminal compound, or with some compound in subterminal axils also, peduncles 0.4--1.1 cm long, buds 7 to >15 per umbel, pedicels 0.1--0.4 cm long. Mature buds oblong to obovoid to globular, 0.3--0.5 cm long, 0.2--0.3 cm wide, green or yellow, scar present, operculum conical to rounded, stamens irregularly flexed, anthers adnate, cuboid to globoid, dehiscing by broad lateral pores, style long or short, stigma blunt or pin-head shaped, locules usually 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels (0)0.1--0.3 cm long, obconical to hemispherical or Â± cupular, 0.2--0.4(0.5) cm long, 0.2--0.4 cm wide, disc descending, valves usually 4, near rim level or enclosed. -BREAK- Seeds brown or grey, 1--1.5 mm long, flattened-ovoid, often pointed at one end, dorsal surface shallowly pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to Â± oblong; stems rounded to square in cross-section, smooth or slightly warty; leaves always petiolate, opposite for 4--8 pairs then alternate, ovate to elliptic, 4--10.1 cm long, 1.4--5.5 cm wide, base tapering or rounded, margin entire, apex pointed or rounded, dull, slightly discolorous, green.","EUCLID says ""narrower leaves"""
"248","Eucalyptus brownii","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","brownii","","Combination","","","eucalyptus brownii","eucalyptus brownii","","Eucalyptus","brownii",NA,TRUE,FALSE,FALSE,FALSE,18,15,30,10,36,"Tree to ca 18 m, sometimes spreading with pendulous branches. Forming a lignotuber. -BREAK- Bark rough to the small branches, hard, fissured, box-type, grey-brown to bleached grey. -BREAK- Branchlets lack oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves always petiolate, alternate, ovate to broadly lanceolate but lower leaves may be Â± elliptical, 4--9 cm long, 1.4--3.2 cm wide, green to grey-green.  -BREAK- Adult leaves alternate, petioles (1)1.5--3(3.5) cm long; blade lanceolate to broadly lanceolate or rarely falcate, 6--17 cm long, 1--3.6 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, glossy, green, side-veins at an acute angle to the midrib, sometimes almost parallel with the midrib, reticulation dense to very dense, intramarginal vein present but close to edge, oil glands intersectional. -BREAK- Inflorescence terminal compound or axillary single umbels, peduncles slender, 0.3--0.8 cm long, buds 11 to 15 per umbel, rarely with more than 15 buds, pedicels 0.1--0.4 cm long. Mature buds obovoid, 0.2--0.4 cm long, 0.2--0.3 cm wide, scar present (outer operculum shed early), operculum rounded, stamens irregularly flexed, all fertile, anthers adnate, basifixed, globoid, dehiscing by lateral slits, style short or long and straight, stigma blunt or tapered, locules 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.1--0.3 cm long), usually cupular to sometimes campanulate, 0.2--0.3 cm long, 0.2--0.3 cm wide, disc descending obliquely to vertically, valves 4, enclosed or just below rim level. -BREAK- Seeds dark brown, 1--1.3 mm long, flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral. Cultivated seedlings (measured at ca node 10): cotyledons small, reniform; stems square in cross-section; leaves shortly petiolate, opposite for 4 to 8 nodes then becoming alternate, lanceolate to broad lanceolate to ovate, 5.5--13.5 cm long, 1--4.2 cm long, base tapering, green.",""
"249","Eucalyptus behriana","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","behriana","","Lignotuber","","","eucalyptus behriana","eucalyptus behriana","","Eucalyptus","behriana",NA,TRUE,TRUE,FALSE,FALSE,12,45,130,13,50,"Tree or mallee to 12 m tall. Forming a lignotuber. -BREAK- Bark on lower trunk rough, fibrous to box-type, dark brown to black, upper trunk and branches smooth, grey-brown to yellowish green or coppery, often with ribbons of decorticated bark on the branches.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves alternate, petiolate, ovate, 5--10.5 cm long, 2.5--6.5 cm wide, usually green (glaucous only some restricted localities, see below).  -BREAK- Adult leaves alternate, petiole 1--2.2 cm long; blade broadly lanceolate to ovate, 4.5--13 cm long, 1.3--5 cm wide, base tapering to petiole or sometimes oblique, concolorous, glossy, green, side veins at an acute or wider angle to midrib, moderately to densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands island and intersectional.  -BREAK- Inflorescence  terminal compound (sometimes with a few axillary unbranched below it), peduncles 0.3--1 cm long, buds 7 per umbel, sessile or rarely on pedicels to 0.2 cm long. Mature buds obovoid to oblong, 0.3--0.7 cm long, 0.2--0.4 cm wide, green or red-brown, scar present (outer operculum shed during bud development), operculum conical to rounded, stamens irregularly flexed or inflexed, anthers adnate, globoid, dehiscing by broad lateral or subterminal pores, style short, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white.  -BREAK- Fruit sessile or with pedicels to 0.2 cm long, cup-shaped or barrel-shaped, 0.3--0.6 cm long, 0.3--0.5 cm wide, disc level or descending, valves 3 or 4, near rim level or enclosed.  -BREAK- Seeds brown, 0.5--1 mm long, ovoid or flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section; leaves always petiolate, opposite for ca 2 or 3 nodes then alternate, broadly ovate to broadly lanceolate, 4--8.5 cm long, 1.5--6.5 cm wide, dull, grey-green to bluish green (glaucous only in central NSW and at Bacchus Marsh).",""
"250","Eucalyptus intertexta","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","intertexta","","Combination","","","eucalyptus intertexta","eucalyptus intertexta","","Eucalyptus","intertexta",NA,TRUE,TRUE,FALSE,FALSE,20,50,160,8,25,"Tree to 20 m tall. Rarely a mallee. Forming a lignotuber. -BREAK- Bark rough on lower trunk, rarely over whole trunk, thick, fibrous, often box-type, grey to red-brown; smooth above, predominantly white with grey or brown patches shedding in flakes; Branchlets sometimes glaucous; lacking oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems round or square in cross-section, usually smooth, sometimes glaucous; juvenile leaves always petiolate, opposite for 2 to 7 pairs then alternate, lanceolate, 3--12 cm long, 1--3.5 cm wide, base tapering, dull, grey-green to blue-green or glaucous.  -BREAK- Adult leaves alternate, petiole 0.5--1.5 cm long; blade lanceolate, 5--16 cm long, 0.8--2.5 cm wide, base tapering to petiole, concolorous, dull, blue-green or grey-green or subglaucous, side-veins at an acute or wider angle to midrib, densely reticulate, intramarginal vein parallel to and just within margin or remote from it (occasionally absent), oil glands intersectional or obscure.  -BREAK- Inflorescence terminal compound, or sometimes with a few axillary umbels also, peduncles 0.5--1.7 cm long, buds 7 per umbel, pedicels 0.2--0.8 cm long. Mature buds obovoid to ovoid, 0.4--0.8 cm long, 0.2--0.4 cm wide, green or sometimes glaucous, hypanthium with faint ribs continued from angular pedicel, scar present (outer operculum lost early in bud development), operculum conical, stamens inflexed or irregularly flexed, anthers subversatile or adnate, basifixed, cuboid, dehiscing by longitudinal slits, style long, stigma blunt, ovary chambers 4 or 5 each with 4 vertical ovule rows; flowers white.  -BREAK- Fruit pedicellate (pedicels 0.1--0.8 cm long), cupular to hemispherical, 0.3--0.9 cm long, 0.4--0.8 cm wide, sometimes slightly ribbed longitudinally, disc descending, valves 4 or 5, enclosed.  -BREAK- Seeds brown, 1--1.7 mm long, ovoid or flattened-ovoid, dorsal surface pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons reniform; stems square in cross-section, glaucous or non-glaucous, maybe slightly warty; leaves always petiolate, opposite for 4 to 7 nodes then alternate, ovate-lanceolate, 3.5--10 cm long, 1.5--3 cm wide, dull, bluish green or slightly glaucous.",""
"251","Eucalyptus intertexta subsp. intertexta","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","intertexta","intertexta","Combination","","","eucalyptus intertexta subsp. intertexta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Eucalyptus intertexta subsp. Central Australia","Eucalyptus","Symphyomyrtus","Adnataria","Buxeales","Subplatyphyllae","intertexta","Central Australia","Combination","","","eucalyptus intertexta subsp. central australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
