"","species","taxon1","taxon2","taxon3","taxon4","taxon5","taxon6","taxon7"
"6778","0","0",NA,NA,NA,NA,NA,NA
"6779","0","0",NA,NA,NA,NA,NA,NA
"6780","0","0",NA,NA,NA,NA,NA,NA
"6781","0","0",NA,NA,NA,NA,NA,NA
"6782","0","0",NA,NA,NA,NA,NA,NA
"6783","0","0",NA,NA,NA,NA,NA,NA
"6784","0","0",NA,NA,NA,NA,NA,NA
"6785","0","0",NA,NA,NA,NA,NA,NA
"6786","0","0",NA,NA,NA,NA,NA,NA
"6787","0","0",NA,NA,NA,NA,NA,NA
"6788","0","0",NA,NA,NA,NA,NA,NA
"6789","0","0",NA,NA,NA,NA,NA,NA
"6790","0","0",NA,NA,NA,NA,NA,NA
"6791","0","0",NA,NA,NA,NA,NA,NA
"6792","0","0",NA,NA,NA,NA,NA,NA
"6793","0","0",NA,NA,NA,NA,NA,NA
"6794","0","0",NA,NA,NA,NA,NA,NA
"6795","0","0",NA,NA,NA,NA,NA,NA
"6796","0","0",NA,NA,NA,NA,NA,NA
"6797","0","0",NA,NA,NA,NA,NA,NA
"6798","0","0",NA,NA,NA,NA,NA,NA
"6799","0","0",NA,NA,NA,NA,NA,NA
"6800","0","0",NA,NA,NA,NA,NA,NA
"6801","0","0",NA,NA,NA,NA,NA,NA
"6802","0","0",NA,NA,NA,NA,NA,NA
"6803","0","0",NA,NA,NA,NA,NA,NA
"6804","0","0",NA,NA,NA,NA,NA,NA
"6805","0","0",NA,NA,NA,NA,NA,NA
"6806","0","0",NA,NA,NA,NA,NA,NA
"6807","0","0",NA,NA,NA,NA,NA,NA
"6808","0","0",NA,NA,NA,NA,NA,NA
"6809","0","0",NA,NA,NA,NA,NA,NA
"6810","0","0",NA,NA,NA,NA,NA,NA
"6811","0","0",NA,NA,NA,NA,NA,NA
"6812","0","0",NA,NA,NA,NA,NA,NA
"6813","0","0",NA,NA,NA,NA,NA,NA
"6814","0","0",NA,NA,NA,NA,NA,NA
"6815","0","0",NA,NA,NA,NA,NA,NA
"6816","0","0",NA,NA,NA,NA,NA,NA
"6817","0","0",NA,NA,NA,NA,NA,NA
"6818","0","0",NA,NA,NA,NA,NA,NA
"6819","0","0",NA,NA,NA,NA,NA,NA
"6820","0","0",NA,NA,NA,NA,NA,NA
"6821","0","0",NA,NA,NA,NA,NA,NA
"6822","0","0",NA,NA,NA,NA,NA,NA
"6823","0","0",NA,NA,NA,NA,NA,NA
"6824","0","0",NA,NA,NA,NA,NA,NA
"6825","0","0",NA,NA,NA,NA,NA,NA
"6826","0","0",NA,NA,NA,NA,NA,NA
"6827","0","0",NA,NA,NA,NA,NA,NA
"6828","0","0",NA,NA,NA,NA,NA,NA
"6829","0","0",NA,NA,NA,NA,NA,NA
"6830","0","0",NA,NA,NA,NA,NA,NA
"6831","0","0",NA,NA,NA,NA,NA,NA
"6832","0","0",NA,NA,NA,NA,NA,NA
"6833","0","0",NA,NA,NA,NA,NA,NA
"6834","0","0",NA,NA,NA,NA,NA,NA
"6835","0","0",NA,NA,NA,NA,NA,NA
"6836","0","0",NA,NA,NA,NA,NA,NA
"6837","0","0",NA,NA,NA,NA,NA,NA
"6838","0","0",NA,NA,NA,NA,NA,NA
"6839","0","0",NA,NA,NA,NA,NA,NA
"6840","0","0",NA,NA,NA,NA,NA,NA
"6841","0","0",NA,NA,NA,NA,NA,NA
"6842","0","0",NA,NA,NA,NA,NA,NA
"6843","0","0",NA,NA,NA,NA,NA,NA
"6844","0","0",NA,NA,NA,NA,NA,NA
"6845","0","0",NA,NA,NA,NA,NA,NA
"6846","0","0",NA,NA,NA,NA,NA,NA
"6847","0","0",NA,NA,NA,NA,NA,NA
"6848","0","0",NA,NA,NA,NA,NA,NA
"6849","0","0",NA,NA,NA,NA,NA,NA
"6850","0","0",NA,NA,NA,NA,NA,NA
"6851","0","0",NA,NA,NA,NA,NA,NA
"6852","0","0",NA,NA,NA,NA,NA,NA
"6853","0","0",NA,NA,NA,NA,NA,NA
"6854","0","0",NA,NA,NA,NA,NA,NA
"6855","0","0",NA,NA,NA,NA,NA,NA
"6856","0","0",NA,NA,NA,NA,NA,NA
"6857","0","0",NA,NA,NA,NA,NA,NA
"6858","0","0",NA,NA,NA,NA,NA,NA
"6859","0","0",NA,NA,NA,NA,NA,NA
"6860","0","0",NA,NA,NA,NA,NA,NA
"6861","0","0",NA,NA,NA,NA,NA,NA
"6862","0","0",NA,NA,NA,NA,NA,NA
"6863","0","0",NA,NA,NA,NA,NA,NA
"6864","0","0",NA,NA,NA,NA,NA,NA
"6865","0","0",NA,NA,NA,NA,NA,NA
"6866","0","0",NA,NA,NA,NA,NA,NA
"6867","0","0",NA,NA,NA,NA,NA,NA
"6868","0","0",NA,NA,NA,NA,NA,NA
"6869","0","0",NA,NA,NA,NA,NA,NA
"6870","0","0",NA,NA,NA,NA,NA,NA
"6871","0","0",NA,NA,NA,NA,NA,NA
"6872","0","0",NA,NA,NA,NA,NA,NA
"6873","0","0",NA,NA,NA,NA,NA,NA
"6874","0","0",NA,NA,NA,NA,NA,NA
"6875","0","0",NA,NA,NA,NA,NA,NA
"6876","0","0",NA,NA,NA,NA,NA,NA
"6877","0","0",NA,NA,NA,NA,NA,NA
"6878","0","0",NA,NA,NA,NA,NA,NA
"6879","0","0",NA,NA,NA,NA,NA,NA
"6880","0","0",NA,NA,NA,NA,NA,NA
"6881","0","0",NA,NA,NA,NA,NA,NA
"6882","0","0",NA,NA,NA,NA,NA,NA
"6883","0","0",NA,NA,NA,NA,NA,NA
"6884","0","0",NA,NA,NA,NA,NA,NA
"6885","0","0",NA,NA,NA,NA,NA,NA
"6886","0","0",NA,NA,NA,NA,NA,NA
"6887","0","0",NA,NA,NA,NA,NA,NA
"6888","0","0",NA,NA,NA,NA,NA,NA
"6889","0","0",NA,NA,NA,NA,NA,NA
"6890","0","0",NA,NA,NA,NA,NA,NA
"6891","0","0",NA,NA,NA,NA,NA,NA
"6892","0","0",NA,NA,NA,NA,NA,NA
"6893","0","0",NA,NA,NA,NA,NA,NA
"6894","0","0",NA,NA,NA,NA,NA,NA
"6895","0","0",NA,NA,NA,NA,NA,NA
"6896","0","0",NA,NA,NA,NA,NA,NA
"6897","0","0",NA,NA,NA,NA,NA,NA
"6898","0","0",NA,NA,NA,NA,NA,NA
"6899","0","0",NA,NA,NA,NA,NA,NA
"6900","0","0",NA,NA,NA,NA,NA,NA
"6901","0","0",NA,NA,NA,NA,NA,NA
"6902","0","0",NA,NA,NA,NA,NA,NA
"6903","0","0",NA,NA,NA,NA,NA,NA
"6904","0","0",NA,NA,NA,NA,NA,NA
"6905","0","0",NA,NA,NA,NA,NA,NA
"6906","0","0",NA,NA,NA,NA,NA,NA
"6907","0","0",NA,NA,NA,NA,NA,NA
"6908","0","0",NA,NA,NA,NA,NA,NA
"6909","0","0",NA,NA,NA,NA,NA,NA
"6910","0","0",NA,NA,NA,NA,NA,NA
"6911","0","0",NA,NA,NA,NA,NA,NA
"6912","0","0",NA,NA,NA,NA,NA,NA
"6913","0","0",NA,NA,NA,NA,NA,NA
"6914","0","0",NA,NA,NA,NA,NA,NA
"6915","0","0",NA,NA,NA,NA,NA,NA
"6916","0","0",NA,NA,NA,NA,NA,NA
"6917","0","0",NA,NA,NA,NA,NA,NA
"6918","0","0",NA,NA,NA,NA,NA,NA
"6919","0","0",NA,NA,NA,NA,NA,NA
"6920","0","0",NA,NA,NA,NA,NA,NA
"6921","0","0",NA,NA,NA,NA,NA,NA
"6922","0","0",NA,NA,NA,NA,NA,NA
"6923","0","0",NA,NA,NA,NA,NA,NA
"6924","0","0",NA,NA,NA,NA,NA,NA
"6925","0","0",NA,NA,NA,NA,NA,NA
"6926","0","0",NA,NA,NA,NA,NA,NA
"6927","0","0",NA,NA,NA,NA,NA,NA
"6928","0","0",NA,NA,NA,NA,NA,NA
"6929","0","0",NA,NA,NA,NA,NA,NA
"6930","0","0",NA,NA,NA,NA,NA,NA
"6931","0","0",NA,NA,NA,NA,NA,NA
"6932","0","0",NA,NA,NA,NA,NA,NA
"6933","0","0",NA,NA,NA,NA,NA,NA
"6934","0","0",NA,NA,NA,NA,NA,NA
"6935","0","0",NA,NA,NA,NA,NA,NA
"6936","0","0",NA,NA,NA,NA,NA,NA
"6937","0","0",NA,NA,NA,NA,NA,NA
"6938","0","0",NA,NA,NA,NA,NA,NA
"6939","0","0",NA,NA,NA,NA,NA,NA
"6940","0","0",NA,NA,NA,NA,NA,NA
"6941","0","0",NA,NA,NA,NA,NA,NA
"6942","0","0",NA,NA,NA,NA,NA,NA
"6943","0","0",NA,NA,NA,NA,NA,NA
"6944","0","0",NA,NA,NA,NA,NA,NA
"6945","0","0",NA,NA,NA,NA,NA,NA
"6946","0","0",NA,NA,NA,NA,NA,NA
"6947","0","0",NA,NA,NA,NA,NA,NA
"6948","0","0",NA,NA,NA,NA,NA,NA
"6949","0","0",NA,NA,NA,NA,NA,NA
"6950","0","0",NA,NA,NA,NA,NA,NA
"6951","0","0",NA,NA,NA,NA,NA,NA
"6952","0","0",NA,NA,NA,NA,NA,NA
"6953","0","0",NA,NA,NA,NA,NA,NA
"6954","0","0",NA,NA,NA,NA,NA,NA
"6955","0","0",NA,NA,NA,NA,NA,NA
"6956","0","0",NA,NA,NA,NA,NA,NA
"6957","0","0",NA,NA,NA,NA,NA,NA
"6958","0","0",NA,NA,NA,NA,NA,NA
"6959","0","0",NA,NA,NA,NA,NA,NA
"6960","0","0",NA,NA,NA,NA,NA,NA
"6961","0","0",NA,NA,NA,NA,NA,NA
"6962","0","0",NA,NA,NA,NA,NA,NA
"6963","0","0",NA,NA,NA,NA,NA,NA
"6964","0","0",NA,NA,NA,NA,NA,NA
"6965","0","0",NA,NA,NA,NA,NA,NA
"6966","0","0",NA,NA,NA,NA,NA,NA
"6967","0","0",NA,NA,NA,NA,NA,NA
"6968","0","0",NA,NA,NA,NA,NA,NA
"6969","0","0",NA,NA,NA,NA,NA,NA
"6970","0","0",NA,NA,NA,NA,NA,NA
"6971","0","0",NA,NA,NA,NA,NA,NA
"6972","0","0",NA,NA,NA,NA,NA,NA
"6973","0","0",NA,NA,NA,NA,NA,NA
"6974","0","0",NA,NA,NA,NA,NA,NA
"6975","0","0",NA,NA,NA,NA,NA,NA
"6976","0","0",NA,NA,NA,NA,NA,NA
"6977","0","0",NA,NA,NA,NA,NA,NA
"6978","0","0",NA,NA,NA,NA,NA,NA
"6979","0","0",NA,NA,NA,NA,NA,NA
"6980","0","0",NA,NA,NA,NA,NA,NA
"6981","0","0",NA,NA,NA,NA,NA,NA
"6982","0","0",NA,NA,NA,NA,NA,NA
"6983","0","0",NA,NA,NA,NA,NA,NA
"6984","0","0",NA,NA,NA,NA,NA,NA
"6985","0","0",NA,NA,NA,NA,NA,NA
"6986","0","0",NA,NA,NA,NA,NA,NA
"6987","0","0",NA,NA,NA,NA,NA,NA
"6988","0","0",NA,NA,NA,NA,NA,NA
"6989","0","0",NA,NA,NA,NA,NA,NA
"6990","0","0",NA,NA,NA,NA,NA,NA
"6991","0","0",NA,NA,NA,NA,NA,NA
"6992","0","0",NA,NA,NA,NA,NA,NA
"6993","0","0",NA,NA,NA,NA,NA,NA
"6994","0","0",NA,NA,NA,NA,NA,NA
"6995","0","0",NA,NA,NA,NA,NA,NA
"6996","0","0",NA,NA,NA,NA,NA,NA
"6997","0","0",NA,NA,NA,NA,NA,NA
"6998","0","0",NA,NA,NA,NA,NA,NA
"6999","0","0",NA,NA,NA,NA,NA,NA
"7000","0","0",NA,NA,NA,NA,NA,NA
"7001","0","0",NA,NA,NA,NA,NA,NA
"7002","0","0",NA,NA,NA,NA,NA,NA
"7003","0","0",NA,NA,NA,NA,NA,NA
"7004","0","0",NA,NA,NA,NA,NA,NA
"7005","0","0",NA,NA,NA,NA,NA,NA
"7006","0","0",NA,NA,NA,NA,NA,NA
"7007","0","0",NA,NA,NA,NA,NA,NA
"7008","0","0",NA,NA,NA,NA,NA,NA
"7009","0","0",NA,NA,NA,NA,NA,NA
"7010","0","0",NA,NA,NA,NA,NA,NA
"7011","0","0",NA,NA,NA,NA,NA,NA
"7012","0","0",NA,NA,NA,NA,NA,NA
"7013","0","0",NA,NA,NA,NA,NA,NA
"7014","0","0",NA,NA,NA,NA,NA,NA
"7015","0","0",NA,NA,NA,NA,NA,NA
"7016","0","0",NA,NA,NA,NA,NA,NA
"7017","0","0",NA,NA,NA,NA,NA,NA
"7018","0","0",NA,NA,NA,NA,NA,NA
"7019","0","0",NA,NA,NA,NA,NA,NA
"7020","0","0",NA,NA,NA,NA,NA,NA
"7021","0","0",NA,NA,NA,NA,NA,NA
"7022","0","0",NA,NA,NA,NA,NA,NA
"7023","0","0",NA,NA,NA,NA,NA,NA
"7024","0","0",NA,NA,NA,NA,NA,NA
"7025","0","0",NA,NA,NA,NA,NA,NA
"7026","0","0",NA,NA,NA,NA,NA,NA
"7027","0","0",NA,NA,NA,NA,NA,NA
"7028","0","0",NA,NA,NA,NA,NA,NA
"7029","0","0",NA,NA,NA,NA,NA,NA
"7030","0","0",NA,NA,NA,NA,NA,NA
"7031","0","0",NA,NA,NA,NA,NA,NA
"7032","0","0",NA,NA,NA,NA,NA,NA
"7033","0","0",NA,NA,NA,NA,NA,NA
"7034","0","0",NA,NA,NA,NA,NA,NA
"7035","0","0",NA,NA,NA,NA,NA,NA
"7036","0","0",NA,NA,NA,NA,NA,NA
"7037","0","0",NA,NA,NA,NA,NA,NA
"7038","0","0",NA,NA,NA,NA,NA,NA
"7039","0","0",NA,NA,NA,NA,NA,NA
"7040","0","0",NA,NA,NA,NA,NA,NA
"7041","0","0",NA,NA,NA,NA,NA,NA
"7042","0","0",NA,NA,NA,NA,NA,NA
"7043","0","0",NA,NA,NA,NA,NA,NA
"7044","0","0",NA,NA,NA,NA,NA,NA
"7045","0","0",NA,NA,NA,NA,NA,NA
"7046","0","0",NA,NA,NA,NA,NA,NA
"7047","0","0",NA,NA,NA,NA,NA,NA
"7048","0","0",NA,NA,NA,NA,NA,NA
"7049","0","0",NA,NA,NA,NA,NA,NA
"7050","0","0",NA,NA,NA,NA,NA,NA
"7051","0","0",NA,NA,NA,NA,NA,NA
"7052","0","0",NA,NA,NA,NA,NA,NA
"7053","0","0",NA,NA,NA,NA,NA,NA
"7054","0","0",NA,NA,NA,NA,NA,NA
"7055","0","0",NA,NA,NA,NA,NA,NA
"7056","0","0",NA,NA,NA,NA,NA,NA
"7057","0","0",NA,NA,NA,NA,NA,NA
"7058","0","0",NA,NA,NA,NA,NA,NA
"7059","0","0",NA,NA,NA,NA,NA,NA
"7060","0","0",NA,NA,NA,NA,NA,NA
"7061","0","0",NA,NA,NA,NA,NA,NA
"7062","0","0",NA,NA,NA,NA,NA,NA
"7063","0","0",NA,NA,NA,NA,NA,NA
"7064","0","0",NA,NA,NA,NA,NA,NA
"7065","0","0",NA,NA,NA,NA,NA,NA
"7066","0","0",NA,NA,NA,NA,NA,NA
"7067","0","0",NA,NA,NA,NA,NA,NA
"7068","0","0",NA,NA,NA,NA,NA,NA
"7069","0","0",NA,NA,NA,NA,NA,NA
"7070","0","0",NA,NA,NA,NA,NA,NA
"7071","0","0",NA,NA,NA,NA,NA,NA
"7072","0","0",NA,NA,NA,NA,NA,NA
"7073","0","0",NA,NA,NA,NA,NA,NA
"7074","0","0",NA,NA,NA,NA,NA,NA
"7075","0","0",NA,NA,NA,NA,NA,NA
"7076","0","0",NA,NA,NA,NA,NA,NA
"7077","0","0",NA,NA,NA,NA,NA,NA
"7078","0","0",NA,NA,NA,NA,NA,NA
"7079","0","0",NA,NA,NA,NA,NA,NA
"7080","0","0",NA,NA,NA,NA,NA,NA
"7081","0","0",NA,NA,NA,NA,NA,NA
"7082","0","0",NA,NA,NA,NA,NA,NA
"7083","0","0",NA,NA,NA,NA,NA,NA
"7084","0","0",NA,NA,NA,NA,NA,NA
"7085","0","0",NA,NA,NA,NA,NA,NA
"7086","0","0",NA,NA,NA,NA,NA,NA
"7087","0","0",NA,NA,NA,NA,NA,NA
"7088","0","0",NA,NA,NA,NA,NA,NA
"7089","0","0",NA,NA,NA,NA,NA,NA
"7090","0","0",NA,NA,NA,NA,NA,NA
"7091","0","0",NA,NA,NA,NA,NA,NA
"7092","0","0",NA,NA,NA,NA,NA,NA
"7093","0","0",NA,NA,NA,NA,NA,NA
"7094","0","0",NA,NA,NA,NA,NA,NA
"7095","0","0",NA,NA,NA,NA,NA,NA
"7096","0","0",NA,NA,NA,NA,NA,NA
"7097","0","0",NA,NA,NA,NA,NA,NA
"7098","0","0",NA,NA,NA,NA,NA,NA
"7099","0","0",NA,NA,NA,NA,NA,NA
"7100","0","0",NA,NA,NA,NA,NA,NA
"7101","0","0",NA,NA,NA,NA,NA,NA
"7102","0","0",NA,NA,NA,NA,NA,NA
"7103","0","0",NA,NA,NA,NA,NA,NA
"7104","0","0",NA,NA,NA,NA,NA,NA
"7105","0","0",NA,NA,NA,NA,NA,NA
"7106","0","0",NA,NA,NA,NA,NA,NA
"7107","0","0",NA,NA,NA,NA,NA,NA
"7108","0","0",NA,NA,NA,NA,NA,NA
"7109","0","0",NA,NA,NA,NA,NA,NA
"7110","0","0",NA,NA,NA,NA,NA,NA
"7111","0","0",NA,NA,NA,NA,NA,NA
"7112","0","0",NA,NA,NA,NA,NA,NA
"7113","0","0",NA,NA,NA,NA,NA,NA
"7114","0","0",NA,NA,NA,NA,NA,NA
"7115","0","0",NA,NA,NA,NA,NA,NA
"7116","0","0",NA,NA,NA,NA,NA,NA
"7117","0","0",NA,NA,NA,NA,NA,NA
"7118","0","0",NA,NA,NA,NA,NA,NA
"7119","0","0",NA,NA,NA,NA,NA,NA
"7120","0","0",NA,NA,NA,NA,NA,NA
"7121","0","0",NA,NA,NA,NA,NA,NA
"7122","0","0",NA,NA,NA,NA,NA,NA
"7123","0","0",NA,NA,NA,NA,NA,NA
"7124","0","0",NA,NA,NA,NA,NA,NA
"7125","0","0",NA,NA,NA,NA,NA,NA
"7126","0","0",NA,NA,NA,NA,NA,NA
"7127","0","0",NA,NA,NA,NA,NA,NA
"7128","0","0",NA,NA,NA,NA,NA,NA
"7129","0","0",NA,NA,NA,NA,NA,NA
"7130","0","0",NA,NA,NA,NA,NA,NA
"7131","0","0",NA,NA,NA,NA,NA,NA
"7132","0","0",NA,NA,NA,NA,NA,NA
"7133","0","0",NA,NA,NA,NA,NA,NA
"7134","0","0",NA,NA,NA,NA,NA,NA
"7135","0","0",NA,NA,NA,NA,NA,NA
"7136","0","0",NA,NA,NA,NA,NA,NA
"7137","0","0",NA,NA,NA,NA,NA,NA
"7138","0","0",NA,NA,NA,NA,NA,NA
"7139","0","0",NA,NA,NA,NA,NA,NA
"7140","0","0",NA,NA,NA,NA,NA,NA
"7141","0","0",NA,NA,NA,NA,NA,NA
"7142","0","0",NA,NA,NA,NA,NA,NA
"7143","0","0",NA,NA,NA,NA,NA,NA
"7144","0","0",NA,NA,NA,NA,NA,NA
"7145","0","0",NA,NA,NA,NA,NA,NA
"7146","0","0",NA,NA,NA,NA,NA,NA
"7147","0","0",NA,NA,NA,NA,NA,NA
"7148","0","0",NA,NA,NA,NA,NA,NA
"7149","0","0",NA,NA,NA,NA,NA,NA
"7150","0","0",NA,NA,NA,NA,NA,NA
"7151","0","0",NA,NA,NA,NA,NA,NA
"7152","0","0",NA,NA,NA,NA,NA,NA
"7153","0","0",NA,NA,NA,NA,NA,NA
"7154","0","0",NA,NA,NA,NA,NA,NA
"7155","0","0",NA,NA,NA,NA,NA,NA
"7156","0","0",NA,NA,NA,NA,NA,NA
"7157","0","0",NA,NA,NA,NA,NA,NA
"7158","0","0",NA,NA,NA,NA,NA,NA
"7159","0","0",NA,NA,NA,NA,NA,NA
"7160","0","0",NA,NA,NA,NA,NA,NA
"7161","0","0",NA,NA,NA,NA,NA,NA
"7162","0","0",NA,NA,NA,NA,NA,NA
"7163","0","0",NA,NA,NA,NA,NA,NA
"7164","0","0",NA,NA,NA,NA,NA,NA
"7165","0","0",NA,NA,NA,NA,NA,NA
"7166","0","0",NA,NA,NA,NA,NA,NA
"7167","0","0",NA,NA,NA,NA,NA,NA
"7168","0","0",NA,NA,NA,NA,NA,NA
"7169","0","0",NA,NA,NA,NA,NA,NA
"7170","0","0",NA,NA,NA,NA,NA,NA
"7171","0","0",NA,NA,NA,NA,NA,NA
"7172","0","0",NA,NA,NA,NA,NA,NA
"7173","0","0",NA,NA,NA,NA,NA,NA
"7174","0","0",NA,NA,NA,NA,NA,NA
"7175","0","0",NA,NA,NA,NA,NA,NA
"7176","0","0",NA,NA,NA,NA,NA,NA
"7177","0","0",NA,NA,NA,NA,NA,NA
"7178","0","0",NA,NA,NA,NA,NA,NA
"7179","0","0",NA,NA,NA,NA,NA,NA
"7180","0","0",NA,NA,NA,NA,NA,NA
"7181","0","0",NA,NA,NA,NA,NA,NA
"7182","0","0",NA,NA,NA,NA,NA,NA
"7183","0","0",NA,NA,NA,NA,NA,NA
"7184","0","0",NA,NA,NA,NA,NA,NA
"7185","0","0",NA,NA,NA,NA,NA,NA
"7186","0","0",NA,NA,NA,NA,NA,NA
"7187","0","0",NA,NA,NA,NA,NA,NA
"7188","0","0",NA,NA,NA,NA,NA,NA
"7189","0","0",NA,NA,NA,NA,NA,NA
"7190","0","0",NA,NA,NA,NA,NA,NA
"7191","0","0",NA,NA,NA,NA,NA,NA
"7192","0","0",NA,NA,NA,NA,NA,NA
"7193","0","0",NA,NA,NA,NA,NA,NA
"7194","0","0",NA,NA,NA,NA,NA,NA
"7195","0","0",NA,NA,NA,NA,NA,NA
"7196","0","0",NA,NA,NA,NA,NA,NA
"7197","0","0",NA,NA,NA,NA,NA,NA
"7198","0","0",NA,NA,NA,NA,NA,NA
"7199","0","0",NA,NA,NA,NA,NA,NA
"7200","0","0",NA,NA,NA,NA,NA,NA
"7201","0","0",NA,NA,NA,NA,NA,NA
"7202","0","0",NA,NA,NA,NA,NA,NA
"7203","0","0",NA,NA,NA,NA,NA,NA
"7204","0","0",NA,NA,NA,NA,NA,NA
"7205","0","0",NA,NA,NA,NA,NA,NA
"7206","0","0",NA,NA,NA,NA,NA,NA
"7207","0","0",NA,NA,NA,NA,NA,NA
"7208","0","0",NA,NA,NA,NA,NA,NA
"7209","0","0",NA,NA,NA,NA,NA,NA
"7210","0","0",NA,NA,NA,NA,NA,NA
"7211","0","0",NA,NA,NA,NA,NA,NA
"7212","0","0",NA,NA,NA,NA,NA,NA
"7213","0","0",NA,NA,NA,NA,NA,NA
"7214","0","0",NA,NA,NA,NA,NA,NA
"7215","0","0",NA,NA,NA,NA,NA,NA
"7216","0","0",NA,NA,NA,NA,NA,NA
"7217","0","0",NA,NA,NA,NA,NA,NA
"7218","0","0",NA,NA,NA,NA,NA,NA
"7219","0","0",NA,NA,NA,NA,NA,NA
"7220","0","0",NA,NA,NA,NA,NA,NA
"7221","0","0",NA,NA,NA,NA,NA,NA
"7222","0","0",NA,NA,NA,NA,NA,NA
"7223","0","0",NA,NA,NA,NA,NA,NA
"7224","0","0",NA,NA,NA,NA,NA,NA
"7225","0","0",NA,NA,NA,NA,NA,NA
"7226","0","0",NA,NA,NA,NA,NA,NA
"7227","0","0",NA,NA,NA,NA,NA,NA
"7228","0","0",NA,NA,NA,NA,NA,NA
"7229","0","0",NA,NA,NA,NA,NA,NA
"7230","0","0",NA,NA,NA,NA,NA,NA
"7231","0","0",NA,NA,NA,NA,NA,NA
"7232","0","0",NA,NA,NA,NA,NA,NA
"7233","0","0",NA,NA,NA,NA,NA,NA
"7234","0","0",NA,NA,NA,NA,NA,NA
"7235","0","0",NA,NA,NA,NA,NA,NA
"7236","0","0",NA,NA,NA,NA,NA,NA
"7237","0","0",NA,NA,NA,NA,NA,NA
"7238","0","0",NA,NA,NA,NA,NA,NA
"7239","0","0",NA,NA,NA,NA,NA,NA
"7240","0","0",NA,NA,NA,NA,NA,NA
"7241","0","0",NA,NA,NA,NA,NA,NA
"7242","0","0",NA,NA,NA,NA,NA,NA
"7243","0","0",NA,NA,NA,NA,NA,NA
"7244","0","0",NA,NA,NA,NA,NA,NA
"7245","0","0",NA,NA,NA,NA,NA,NA
"7246","0","0",NA,NA,NA,NA,NA,NA
"7247","0","0",NA,NA,NA,NA,NA,NA
"7248","0","0",NA,NA,NA,NA,NA,NA
"7249","0","0",NA,NA,NA,NA,NA,NA
"7250","0","0",NA,NA,NA,NA,NA,NA
"7251","0","0",NA,NA,NA,NA,NA,NA
"7252","0","0",NA,NA,NA,NA,NA,NA
"7253","0","0",NA,NA,NA,NA,NA,NA
"7254","0","0",NA,NA,NA,NA,NA,NA
"7255","0","0",NA,NA,NA,NA,NA,NA
"7256","0","0",NA,NA,NA,NA,NA,NA
"7257","0","0",NA,NA,NA,NA,NA,NA
"7258","0","0",NA,NA,NA,NA,NA,NA
"7259","0","0",NA,NA,NA,NA,NA,NA
"7260","0","0",NA,NA,NA,NA,NA,NA
"7261","0","0",NA,NA,NA,NA,NA,NA
"7262","0","0",NA,NA,NA,NA,NA,NA
"7263","0","0",NA,NA,NA,NA,NA,NA
"7264","0","0",NA,NA,NA,NA,NA,NA
"7265","0","0",NA,NA,NA,NA,NA,NA
"7266","0","0",NA,NA,NA,NA,NA,NA
"7267","0","0",NA,NA,NA,NA,NA,NA
"7268","0","0",NA,NA,NA,NA,NA,NA
"7269","0","0",NA,NA,NA,NA,NA,NA
"7270","0","0",NA,NA,NA,NA,NA,NA
"7271","0","0",NA,NA,NA,NA,NA,NA
"7272","0","0",NA,NA,NA,NA,NA,NA
"7273","0","0",NA,NA,NA,NA,NA,NA
"7274","0","0",NA,NA,NA,NA,NA,NA
"7275","0","0",NA,NA,NA,NA,NA,NA
"7276","0","0",NA,NA,NA,NA,NA,NA
"7277","0","0",NA,NA,NA,NA,NA,NA
"7278","0","0",NA,NA,NA,NA,NA,NA
"7279","0","0",NA,NA,NA,NA,NA,NA
"7280","0","0",NA,NA,NA,NA,NA,NA
"7281","0","0",NA,NA,NA,NA,NA,NA
"7282","0","0",NA,NA,NA,NA,NA,NA
"7283","0","0",NA,NA,NA,NA,NA,NA
"7284","0","0",NA,NA,NA,NA,NA,NA
"7285","0","0",NA,NA,NA,NA,NA,NA
"7286","0","0",NA,NA,NA,NA,NA,NA
"7287","0","0",NA,NA,NA,NA,NA,NA
"7288","0","0",NA,NA,NA,NA,NA,NA
"7289","0","0",NA,NA,NA,NA,NA,NA
"7290","0","0",NA,NA,NA,NA,NA,NA
"7291","0","0",NA,NA,NA,NA,NA,NA
"7292","0","0",NA,NA,NA,NA,NA,NA
"7293","0","0",NA,NA,NA,NA,NA,NA
"7294","0","0",NA,NA,NA,NA,NA,NA
"7295","0","0",NA,NA,NA,NA,NA,NA
"7296","0","0",NA,NA,NA,NA,NA,NA
"7297","0","0",NA,NA,NA,NA,NA,NA
"7298","0","0",NA,NA,NA,NA,NA,NA
"7299","0","0",NA,NA,NA,NA,NA,NA
"7300","0","0",NA,NA,NA,NA,NA,NA
"7301","0","0",NA,NA,NA,NA,NA,NA
"7302","0","0",NA,NA,NA,NA,NA,NA
"7303","0","0",NA,NA,NA,NA,NA,NA
"7304","0","0",NA,NA,NA,NA,NA,NA
"7305","0","0",NA,NA,NA,NA,NA,NA
"7306","0","0",NA,NA,NA,NA,NA,NA
"7307","0","0",NA,NA,NA,NA,NA,NA
"7308","0","0",NA,NA,NA,NA,NA,NA
"7309","0","0",NA,NA,NA,NA,NA,NA
"7310","0","0",NA,NA,NA,NA,NA,NA
"7311","0","0",NA,NA,NA,NA,NA,NA
"7312","0","0",NA,NA,NA,NA,NA,NA
"7313","0","0",NA,NA,NA,NA,NA,NA
