name,RowTree,FieldID,DNNumber,genus,subgenus,section,subsection,series,subseries,species,subspecies,variety,habit_tree,habit_mallee,habit_marlock,habit_shrub,height_max_m,regen_lignotuber,regen_epi_buds,regen_lat_roots,blade_lanceolate,blade_falcate,blade_elliptic,blade_linear,blade_ovate,blade_oblong,blade_orbicular,blade_cordate,blade_deltoid,blade_oblanceolate,blade_obovate,blade_obcordate,leaf_length_mm_min,leaf_length_mm_max,leaf_width_mm_min,leaf_width_mm_max,reticulation_sparse,reticulation_moderate,reticulation_dense,reticulation_very_dense,reticulation_obscure,reticulation_unknown,reticulation_absent,oil_glands_island,oil_glands_intersectional,oil_glands_obscure,oil_glands_absent,seed_length_mm_min,seed_length_mm_max,seed_shape_flat_ovoid,seed_shape_ovoid,seed_shape_oblique_pyramidal,seed_shape_pyramidal,seed_shape_cuboid,seed_shape_subspherical,flower_white,flower_yellow,flower_green_yellow,flower_red,flower_orange,flower_purple,botanical_desc
eucalyptus mannifera subsp. gullickii,R055/T05,CCA0878,609,Eucalyptus,Symphyomyrtus,Maidenaria,Triangulares,Microcarpae,NA,mannifera,gullickii,NA,TRUE,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,175,10,22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.3,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 20 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout, or with some persistent slabs of rough, grey bark at base of trunk; smooth bark powdery, white to cream or yellow but sometimes conspicuously dark grey on lower trunk. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves opposite for a few pairs then alternate, petiolate or subsessile, elliptical to ovate or broadly lanceolate, 3--9.5 cm long, 1.4--3.2 cm wide, green to grey-green. -BREAK- Adult leaves alternate, petiole 0.5--2.5 cm long; blade lanceolate to falcate, 5.5--17.5 cm long, 1--2.2 cm wide, base tapering to petiole, concolorous, glossy or dull, green to grey-green, side-veins at an acute or wider angle to midrib, densely reticulate, intramarginal vein parallel to and remote from margin, oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.4--1.2 cm long, buds 7 per umbel, pedicels 0.1--0.3 cm long. Mature buds obovoid to ovoid or diamond-shaped, 0.5--0.6 cm long, 0.3--0.4 cm wide, green to yellow, smooth, scar present, operculum conical to rounded, stamens inflexed or irregularly flexed, anthers cuboid or cuneate, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4 each each with 4 vertical ovule rows on the placenta. Flowers white. -BREAK- Fruit on pedicels 0.1--0.3 cm long, obconical, hemispherical or campanulate, 0.4--0.5 cm long, 0.5--0.7 cm wide, disc raised and oblique to convex, valves 3 or 4, exserted. -BREAK- Seeds dark brown to grey, 1.3--2 mm long, ovoid or flattened-ovoid, often pointed at one end, often lacunose, dorsal surface shallowly pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons more or less oblong; stems rounded in cross-section; leaves sessile or shortly petiolate, opposite for 5--17 nodes then becoming alternate, ovate-lanceolate to elliptic, 4.5--7 cm long, 1.5--3 cm wide, base tapering, margin entire, apex pointed, green. "
eucalyptus planchoniana,R055/T09,CCA0880,663,Eucalyptus,Eucalyptus,NA,NA,NA,NA,planchoniana,NA,NA,TRUE,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,260,15,35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2.5,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 20 m tall. Forming a lignotuber. -BREAK- Bark rough to small branches or the branches < 8 cm diameter smooth; rough bark stringy and shallowly fissured down trunk, usually red-brown, often prickly.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves opposite and sessile for a few nodes then alternate, petiolate, elliptical to lanceolate or falcate, 7--20 cm long, 2.3--7 cm wide, base rounded or tapering to petiole, blue-green, pendulous, not scabrid.  -BREAK- Adult leaves alternate, petiole 1.5--3.2 cm long; blade lanceolate to falcate, 8--26 cm long, 1.5--3.5 cm wide, base oblique or tapering to petiole, concolorous, glossy, green to bluish green, side-veins at an acute or wider angle to midrib, moderately reticulate, or reticulation obscure, intramarginal vein parallel to and well removed from margin, oil glands island or obscure.  -BREAK- Inflorescence axillary unbranched, peduncle broadly flattened and erect or downturned, peduncles 2--3.2 cm long, buds 7 per umbel, pedicels 0.3--1.3 cm long. Mature buds ovoid to fusiform or diamond-shaped, 2--2.9 cm long, 0.8--1 cm wide, green, with many prominent longitudinal ribs, scar absent, operculum beaked to conical, stamens irregularly flexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits or the slits sometimes separate, style long, stigma blunt or tapered, locules usually 4, the placentae each with 2 vertical ovule rows. Flowers white.  -BREAK- Fruit sessile or on pedicels to 0.9 cm long, cup-shaped to cylindrical or barrel-shaped, (1.5)1.7--2.8 cm long, (1.3)1.6--2.6 cm wide, prominently ribbed longitudinally (ca 10--12 ribs), disc descending, valves usually 4, enclosed.  -BREAK- Seeds dark brown, black or grey, 2.5--5 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth or wrinkled, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section; leaves opposite for ca 5 nodes, then alternate, ovate to lanceolate, 10--14 cm long, 2.5--5.5 cm wide, base rounded to tapering, margin entire, apex pointed, dull, blue-green. "
eucalyptus youmanii,R055/T21,CCA0885,676,Eucalyptus,Eucalyptus,Capillulus,NA,NA,NA,youmanii,NA,NA,TRUE,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,160,12,32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.5,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 20 m tall. Forming a lignotuber. -BREAK- Bark rough to small branches, coarsely stringy and deeply, longitudinally furrowed, grey to grey-brown. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves always petiolate, opposite for 4 to 9 nodes then alternate, ovate to lanceolate, 5--11 cm long, 1.5--4 cm wide, base rounded or tapering to petiole, discolorous, green; new growing tips, stems, petioles and margin and midrib of leaves scabrid for at least 17 nodes, ultimately glabrous. -BREAK- Adult leaves alternate, petiole 0.7--2 cm long; blade lanceolate to falcate, 5.5--16 cm long, 1.2--3.2 cm wide, base oblique or tapering to petiole, concolorous, or slightly discolorous, glossy or dull, green to blue-green or grey-green or blue-grey, side-veins acute, sparsely to moderately reticulate, intramarginal vein parallel to and remote from margin, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0.5--2.3 cm long usually flattened to angular, buds in umbels of 7, sessile or with pedicels to 0.6 cm long. Mature buds ovoid to fusiform, or diamond-shaped, 0.7--0.9 cm long, 0.4--0.5 cm wide, green, smooth, with longitudinal angles, scar absent, operculum conical, stamens irregularly flexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits, style long, stigma tapered, locules 3, 4 or 5, the placentae each with 2 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or on pedicels to 0.5 cm long, hemispherical, 0.4--0.8 cm long, 0.7--1.3 cm wide, slightly ridged longitudinally, disc broad and raised-convex to oblique, valves 3, 4 or 5, exserted. -BREAK- Seeds brown, 1.5--3 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section, stellate-hairy; leaves opposite and shortly petiolate for ca 4 to 7 nodes then becoming alternate, ovate-lanceolate, 5--11 cm long, 2--5 cm wide, base rounded to tapering, margin irregular to entire, apex pointed, discolorous, glossy, bright green above, paler beneath; lamina sparsely to moderately stellate-hairy on both surfaces, especially on venation. -BREAK-  "
eucalyptus parramattensis subsp. decadens,R056/T08,CCA0895,641,Eucalyptus,Symphyomyrtus,Liberivalvae,NA,NA,NA,parramattensis,decadens,NA,TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,200,15,30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.7,1.2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 10 m tall. Forming a lignotuber. -BREAK- Bark smooth, becoming granular with age, mottled grey, yellow, brown or pink. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross section; juvenile leaves always petiolate, opposite for ca 4 to 7 nodes then alternate, lanceolate, 6--13 cm long, 1.5--3.2 cm wide, base tapering to petiole, dull, green to blue-green. -BREAK- Adult leaves alternate, petiole 1--3 cm long; blade lanceolate to falcate, 8--20 cm long, 1.5--3 cm wide, base tapering to petiole, concolorous, glossy, green, side-veins greater than 45° to midrib, moderately reticulate, intramarginal vein parallel to and remote from margin, oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.7--1.2 cm long, buds 7, pedicellate (pedicels 0.2--0.5 cm long). Mature buds ovoid (0.9--1.2 cm long, 0.5--0.6 cm wide), green to yellow or creamy, scar present, operculum conical (0.6--0.8 cm long), stamens erect or irregularly flexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules usually 4, the placentae each with 6 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.3--0.4 cm long), hemispherical, 0.4--0.6 cm long, 0.7--0.9 cm wide, disc raised-convex, annular or vertical, valves usually 4, strongly exserted. -BREAK- Seeds brown, 0.7--1.2 mm long, pyramidal or cuboid, dorsal surface pitted, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons oblong; stems square in cross-section; leaves always petiolate, opposite for 3 to 7 nodes, then alternate, lanceolate, 7.5--11 cm long, 1.5--3.2 cm wide, base tapering, dull, green. "
eucalyptus cinerea subsp. triplex,R056/T12,CCA0898,569,Eucalyptus,Symphyomyrtus,Maidenaria,Euryotae,NA,NA,cinerea,triplex,NA,TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,120,12,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE," Tree to 10 m tall. Forming a lignotuber. -BREAK- Bark rough to small branches, thick, fibrous, furrowed longitudinally, grey over red-brown. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems round, glaucous; juvenile leaves sessile, opposite for many pairs, orbicular to broadly ovate, to 8 cm long, 4.5 cm wide, glaucous. -BREAK- Crown of mature tree composed of mixed juvenile, intermediate and adult leaves or predominantly intermediate and adult leaves. Intermediate leaves opposite with petioles 0.4--1.5 cm, ovate to lanceolate, 4.8--9 cm long, 2--4.5 cm wide. -BREAK- Adult leaves alternate, petiole 0--2 cm long; blade lanceolate to slightly falcate, 3.5--12 cm long, 1.2--3 cm wide, base rounded or tapering to petiole, concolorous, dull, grey-green, usually glaucous, side-veins greater than 45° to midrib, reticulation dense, intramarginal vein close to margin or remote from it, with few to numerous island oil glands. -BREAK- Inflorescence axillary unbranched; peduncle to 0.2--0.9 cm long, buds 3 per umbel, sessile or shortly pedicellate (pedicels to 0.2 cm long). Mature buds diamond-shaped, to 0.6--0.7 cm long, 0.3--0.4 cm wide, scar present, operculum conical, stamens inflexed, anthers cuneate, versatile, dorsifixed, dehiscing by longitudinal slits, locules 3 or 4, the placentae each with ovules in 4 vertical rows. Flowers white. -BREAK- Fruit sessile or with pedicel to 0.2 cm, obconical to campanulate, 0.4--0.6 cm long, 0.4--0.8 cm wide, disc raised-annular, valves 3 or 4, rim level or slightly exserted. -BREAK- Seeds grey-brown to blackish, ovoid or flattened-ovoid, minutely pitted, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems rounded in cross-section, glaucous; leaves sessile, opposite for many pairs, orbicular to cordate, 2--4.5 cm long, 2.2--6 cm wide, base usually amplexicaul, rarely rounded, margin entire or subcrenulate, apex rounded to emarginate, glaucous or blue-grey.  "
eucalyptus cloeziana,R056/T22,CCA0903,696,Eucalyptus,Idiogenes,NA,NA,NA,NA,cloeziana,NA,NA,TRUE,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,145,9,32,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.8,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA," Tree occasionally to 55 m tall but more commonly 10--25 m tall. Forming a lignotuber. -BREAK- Bark rough, grey-brown to orange-brown to yellowish grey, over most of or whole trunk and sometimes extending to larger branches down to 20 cm diameter, smooth above. Rough bark thick, soft and flaky to fibrous becoming coarsely tessellated on older trunks; smooth bark white to grey-brown to orange. -BREAK- Branchlets: lack pith glands; non-glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, feel smooth but have microscopic hairs/warts; juvenile leaves alternate, petiolate, ovate, 4.5--10(15) cm long, 2--5(7) cm wide, base tapering, apex pointed, discolorous, green.  -BREAK- Adult leaves alternate, petiole 0.8--2.2 cm long; blade lanceolate to falcate or sometimes ovate, 6--14.5 cm long, 0.9--3.2 cm wide, base tapering to petiole or oblique, margin entire, apex pointed with a drip-tip, conspicuously discolorous, dull to only slightly glossy, darker green above, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein present, oil glands scattered, not clearly visible but probably intersectional. -BREAK- Inflorescence axillary compound, peduncles round to angular, 0.2--1.3 cm long, buds 7 per umbel, pedicels 0.1--0.5 cm long. Mature buds globular to obovoid or ovoid (0.4--0.6 cm long, 0.3--0.4 cm wide), microscopic sepals present in young buds but deciduous very early in development, operculum scar absent, inner (petaline) operculum bluntly conical to rounded, occasionally with short thick beak, petal margins sometimes visible near apex of operculum only, stamens regularly inflexed, anthers Â± cuboid, versatile, dorsifixed, dehiscing by separate longitudinal slits or the slits confluent, style long, stigma tapered, locules 3(4) each with four vertical ovule rows; flowers white. -BREAK- Fruit sessile or pedicellate (pedicels to 0.2 cm long), truncate-globose to hemispherical, 0.4--0.7(0.9) cm long, 0.6--1.1 cm wide, disc raised obliquely or flat and level with rim, rarely descending and not visible, valves 3(4), at disc level or exserted. -BREAK- Seeds pale to mid brown, 1.8--3 mm long, obliquely pyramidal to Â± cuboid, dorsal surface smooth, hilum terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons large, reniform, green above, purple under; stems Â± rounded in cross-section, feel smooth but a few rudimentary warts present; leaves sessile, opposite, elliptical with stem-clasping to rounded bases for ca 4--12 nodes then becoming shortly petiolate, fully alternate at nodes ca 6-?13, ovate, 3.5--7 cm long, 1.5--3 cm wide, base rounded to tapering when leaves are alternate, margin entire, apex pointed, discolorous, dull, green above, discolorous, lower leaves purple beneath, a few rudimentary hairs/warts present on underside. "
eucalyptus suffulgens,R056/T28,CCA0905,694,Eucalyptus,Symphyomyrtus,Adnataria,NA,Concolores,Concolores,suffulgens,NA,NA,TRUE,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,20,15,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE," Tree to 25 m tall. Forming a lignotuber. -BREAK- Ironbark, dark grey to black. Branches c. 5 cm diameter or narrower often smooth-barked. -BREAK- Oil glands sometimes present in the pith of the branchlets. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem square in cross-section, not glaucous, smooth; juvenile leaves opposite for a few pairs, becoming alternate, sessile to shortly petiolate (petioles ca 0.5 cm long), ovate to lanceolate, 7--13 cm long, 0.6--4(4.6) cm wide, base tapering or sometimes oblique, apex pointed, glossy dark green, discolorous. -BREAK- Adult leaves alternate, petiole 0.8--2(2.5) cm long; blade lanceolate, rarely falcate, 8--16(18.5) cm long, (1)1.5--2.5(3.4) cm wide, base tapering to petiole, concolorous to slightly discolorous, glossy, green, side-veins usually at an angle less than 45° to the midrib, sometimes slightly greater than 45° to midrib, densely to very densely reticulate, intramarginal vein parallel to and well removed from the margin, oil glands intersectional. -BREAK- Inflorescence terminal compound, or axillary compound or sometimes axillary single in axils below this, peduncles (0.8)1--2(2.2) cm long, buds 7 per umbel, pedicels 0.3--1 cm long. Mature buds obovoid to pyriform, 0.7--1 cm long, 0.4--0.5 cm wide, rarely ovoid, scar present, operculum conical to rarely slightly beaked and narrower and much shorter than the hypanthium, stamens inflexed, with outer filaments lacking anthers (staminodes), anthers adnate, positioned obliquely at filament tip, cuboid, dehiscing by terminal pores, style long, stigma pin-head, locules 4 or 5, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.3--0.9 cm long, barrel-shaped, rarely cup-shaped to almost cylindrical, 0.7--1.3 cm long, 0.5--1 cm wide, disc descending, valves 4 or 5, enclosed. -BREAK- Seeds brown, 2--2.5 mm long, flattened-ovoid, shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square in cross-section; leaves always petiolate, opposite for ca 3 to 5 nodes then alternate, linear to narrowly lanceolate to lanceolate, 8--15(16) cm long, 0.8--2.2 cm wide, base tapering, glossy green. "
eucalyptus bensonii,R057/T04,CCA0910,773,Eucalyptus,Eucalyptus,Capillulus,NA,NA,NA,bensonii,NA,NA,TRUE,TRUE,FALSE,FALSE,8,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,120,19,37,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.6,2.2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mallee or small tree to 8 m tall. Forming a lignotuber. -BREAK- Bark rough on part or all of trunk and branches to 6 cm diameter, stringy, grey or brown, branches smooth above. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, scabrid; juvenile leaves always petiolate (petioles 0.5--0.7 cm), alternate, broadly ovate rarely elliptical, 4--7 cm long, 3--4 cm wide, leaf-bases rounded, discolorous, glossy above, green; new growth tips, stems and at least the undersides of leaves scabrid with the remains of stellate hairs for at least 1 m in height of coppice.  -BREAK- Adult leaves alternate, petiole 1--2 cm long; blade broadly lanceolate to falcate, 6--12 cm long, 1.9--3.7 cm wide, base oblique or tapering to petiole, concolorous, glossy, green, side-veins at an acute or wider angle to midrib, reticulation obscure or sparse, intramarginal vein parallel to and well removed from margin, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0.4--1.2 cm long, buds in umbels of 7, 9 or ?11 per umbel, sessile. Mature buds oblong, 0.5--1 cm long, 0.3--0.4 cm wide, warty, scar absent, operculum conical to rounded, stamens irregularly flexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits, style long, stigma tapered, locules 3 or 4, the placentae each with 2 vertical ovule rows. Flowers white. -BREAK- Fruit sessile, cup-shaped, hemispherical or truncate-globose, 0.5--0.7 cm long, 0.8--1.2 cm wide, clustered together but not compressed laterally, disc weakly to strongly raised-convex, valves 3 or 4, near rim level. -BREAK- Seeds brown, 1.6--2.2 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section, stellate-hairy; leaves opposite for at least 7 nodes, petiolate, ovate to broadly so, 5--8 cm long, 4--5.5 cm wide, base truncate to rounded, margin irregular, discolorous, glossy, green above, sparsely to moderately stellate-hairy. -BREAK-  "
eucalyptus macrorhyncha subsp. cannonii,R057/T06,CCA0911,779,Eucalyptus,Eucalyptus,Capillulus,NA,NA,NA,macrorhyncha,cannonii,NA,TRUE,FALSE,FALSE,FALSE,13,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,150,13,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.5,2.5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tree to 13 m tall. Forming a lignotuber. -BREAK- Bark rough to small branches, stringy, deeply furrowed, grey to grey-brown. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, scabrid; juvenile leaves always petiolate, opposite for 2 to 5 nodes then alternate, ovate, 5--11 cm long, 2--5.5 cm wide, margin entire or irregular, green to blue-green; stem, petiole and lamina scabrid for at least 10--12 nodes. -BREAK- Adult leaves alternate, petiole 0.8--2 cm long; blade slightly falcate to lanceolate, 7--15 cm long, 1.3--3 cm wide, base usually oblique, concolorous, glossy, green to blue-green, side-veins at an acute or wider angle to midrib, sparse to moderately reticulate, intramarginal vein parallel to and well removed from margin, oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.8--2 cm long, buds in umbels of 7, 9 or 11, pedicels 0.5--0.8 cm long. Mature buds diamond-shaped, 0.8--1.2 cm long, 0.5--0.7 cm wide, green to yellow, scar absent, operculum beaked to conical, stamens irregularly flexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits, style long, stigma tapered, locules 3 or 4, the placentae each with 2 vertical ovule rows. Flowers white. -BREAK- Fruit pedicels (0.1)0.3--0.5 cm long, hemispherical to obconical, 0.4--0.8 cm long, 1--1.6 cm wide, disc wide, prominently raised convex to oblique, valves 3 or 4, strongly exserted. -BREAK- Seeds brown, 1.5--2.5 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to orbicular; stems rounded in cross-section, densely stellate-hairy; leaves always petiolate, opposite for 4 or 5 nodes then alternate, ovate-lanceolate, 5--11.5 cm long, 1.5--5 cm wide, base rounded to tapering then oblique, margin more or less entire, discolorous, glossy, darker green above, stellate-hairy on upper and lower surfaces. -BREAK-  "
eucalyptus laevopinea,R057/T30,CCA0918,649,Eucalyptus,Eucalyptus,Capillulus,NA,NA,NA,laevopinea,NA,NA,TRUE,FALSE,FALSE,FALSE,40,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,23,14,40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE," Tall tree to 40 m tall. Forming a lignotuber. -BREAK- Bark rough on trunk and larger limbs, stringy, thick, grey, or grey-brown; branches smooth, whitish-grey. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, scabrid; juvenile leaves sessile at first but soon shortly petiolate, opposite for 5 to 10 nodes then alternate, lanceolate to ovate, 3--12 cm long, 1--4 cm wide, margin entire, irregular or undulate, discolorous, glossy, green; stems, petioles, midrib and leaf margin scabrid at least to node 13. -BREAK- Adult leaves alternate, petiole (0.8)1--2.3 cm long; blade lanceolate to falcate, 7--20 cm long, 1.4--4 cm wide, base usually oblique, margin usually entire but sometimes almost shallowly toothed, concolorous, glossy, green to grey-green, side-veins at an acute or wider angle to midrib, sparsely to moderately reticulate, intramarginal vein parallel to and well removed from margin, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0.6--1.7(2.2) cm long, rounded to narrowly flattened, buds in umbels of 7, 9 or 11, pedicels 0.2--0.5(0.8) cm long. Mature buds obovoid, 0.5--0.7 cm long, 0.4 cm wide, yellow or green, scar absent, operculum rounded to conical to beaked, stamens irregularly flexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits, style long, stigma tapered, locules 3 or 4, the placentae each with 2 vertical ovule rows. Flowers white. -BREAK- Fruit usually pedicellate (pedicels (0)0.1--0.4 cm long), hemispherical or truncate-globose, (0.3)0.4--0.9 cm long, 0.7--1.5 cm wide, disc raised-convex or oblique to level, valves 3 or 4, exserted or near rim level. -BREAK- Seeds brown, 1--3 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section, densely stellate-hairy only on lower part but scarcely scabrid by node 8 to 10; leaves sessile, opposite, elliptic, discolorous and scabrid on margins and midrib until ca node 6, then alternate, petiolate, broadly lanceolate, 6.5--13 cm long, 2.5--5.5 cm wide, base rounded but soon tending to oblique, margin irregular, now concolorous, green glossy and glabrous. "
